Unnamed: 0,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid,lhand_vposition,lhand_hposition,rhand_vposition,rhand_hposition,hand_in_use,Unnamed: 22
13666,P04_117_133,P04,P04_117,04:42.1,04:41.4,04:42.2,14069,14109,put down tub of butter,put-down,1,tub:butter,23,['tub:butter'],[23],,,,,,,,
13667,P04_117_134,P04,P04_117,04:42.9,04:42.3,04:44.9,14113,14244,spread butter on bread,spread-on,27,butter,78,"['butter', 'bread']","[78, 33]",,,,,,,,
13668,P04_117_135,P04,P04_117,04:45.6,04:45.0,04:46.3,14248,14314,pick up tub of butter,pick-up,0,tub:butter,23,['tub:butter'],[23],,,,,,,,
13669,P04_117_136,P04,P04_117,04:45.9,04:46.4,04:47.9,14319,14392,scrape butter out of tub using knife,scrape-out,25,butter,78,"['butter', 'tub', 'knife']","[78, 23, 4]",,,,,,,,
13671,P04_117_138,P04,P04_117,04:49.4,04:47.0,04:48.1,14350,14405,scrape butter out of tub using knife,scrape-out,25,butter,78,"['butter', 'tub', 'knife']","[78, 23, 4]",,,,,,,,
13670,P04_117_137,P04,P04_117,04:48.6,04:47.6,04:49.1,14381,14454,spread butter on bread,spread-on,27,butter,78,"['butter', 'bread']","[78, 33]",,,,,,,,
13672,P04_117_139,P04,P04_117,04:51.6,04:48.2,04:49.0,14408,14447,spread butter on bread,spread-on,27,butter,78,"['butter', 'bread']","[78, 33]",,,,,,,,
13674,P04_117_140,P04,P04_117,04:52.6,04:49.1,04:51.2,14453,14557,scrape butter out of tub using knife,scrape-out,25,butter,78,"['butter', 'tub', 'knife']","[78, 23, 4]",,,,,,,,
13675,P04_117_141,P04,P04_117,04:56.1,04:51.4,04:52.1,14570,14605,spread butter on bread,spread-on,27,butter,78,"['butter', 'bread']","[78, 33]",,,,,,,,
13676,P04_117_142,P04,P04_117,04:58.9,04:52.5,04:55.8,14622,14790,scrape butter out of tub using knife,scrape-out,25,butter,78,"['butter', 'tub', 'knife']","[78, 23, 4]",,,,,,,,
13677,P04_117_143,P04,P04_117,04:59.6,04:56.2,04:57.5,14807,14875,spread butter on bread,spread-on,27,butter,78,"['butter', 'bread']","[78, 33]",,,,,,,,
13678,P04_117_144,P04,P04_117,05:01.4,05:00.7,05:01.2,15033,15059,put knife in butter tub,put-in,5,knife,4,"['knife', 'tub:butter']","[4, 23]",,,,,,,,
13679,P04_117_145,P04,P04_117,05:01.6,05:01.3,05:02.2,15063,15107,put down butter tub,put-down,1,tub:butter,23,['tub:butter'],[23],,,,,,,,
13680,P04_117_146,P04,P04_117,05:02.6,05:02.3,05:03.9,15117,15194,pick up saucepan and spatula,pick-up,0,saucepan,5,"['saucepan', 'spatula']","[5, 20]",,,,,,,,
13682,P04_117_148,P04,P04_117,05:05.4,05:03.0,05:05.8,15150,15290,lay eggs on bread,lay-on,1,egg,53,"['egg', 'bread']","[53, 33]",,,,,,,,
13681,P04_117_147,P04,P04_117,05:04.4,05:03.3,05:14.9,15165,15745,scoop eggs out of saucepan,scoop-out,16,egg,53,"['egg', 'saucepan']","[53, 5]","(2,1)",,-1,-1,0,0,right,
13683,P04_117_149,P04,P04_117,05:07.9,05:07.1,05:07.9,15353,15397,scoop eggs out of saucepan,scoop-out,16,egg,53,"['egg', 'saucepan']","[53, 5]","(2,1)","(2,1)",-1,-1,0,0,right,
13685,P04_117_150,P04,P04_117,05:09.1,05:08.4,05:09.3,15418,15466,lay eggs on bread,lay-on,1,egg,53,"['egg', 'bread']","[53, 33]",,,,,,,,
13686,P04_117_151,P04,P04_117,05:10.6,05:09.2,05:11.0,15461,15547,scoop eggs out of saucepan,scoop-out,16,egg,53,"['egg', 'saucepan']","[53, 5]","(2,1)","(2,1)",-1,-1,0,0,right,
13687,P04_117_152,P04,P04_117,05:12.1,05:11.1,05:14.3,15552,15713,lay eggs on bread,lay-on,1,egg,53,"['egg', 'bread']","[53, 33]",,,,,,,,
13688,P04_117_153,P04,P04_117,05:15.4,05:14.4,05:15.4,15719,15772,scoop eggs out of saucepan,scoop-out,16,egg,53,"['egg', 'saucepan']","[53, 5]","(2,1)","(2,1)",-1,-1,0,0,right,
13689,P04_117_154,P04,P04_117,05:16.1,05:15.6,05:16.1,15782,15807,drop eggs on bread,drop-on,59,egg,53,"['egg', 'bread']","[53, 33]",,,,,,,,
13690,P04_117_155,P04,P04_117,05:17.1,05:16.4,05:19.2,15822,15961,scrape off eggs from spatula on side of pan,scrape-off,25,egg,53,"['egg', 'spatula', 'side:pan']","[53, 20, 5]",,,,,,,,
13691,P04_117_156,P04,P04_117,05:18.4,05:17.1,05:18.7,15854,15933,scoop eggs out of pan,scoop-out,16,egg,53,"['egg', 'pan']","[53, 5]","(2,1)","(2,1)",-1,-1,0,0,right,
13692,P04_117_157,P04,P04_117,05:19.4,05:18.7,05:19.8,15935,15991,lay eggs onto bread,lay-onto,1,egg,53,"['egg', 'bread']","[53, 33]",,,,,,,,
13693,P04_117_158,P04,P04_117,05:21.9,05:19.0,05:21.9,15950,16096,scoop eggs out of pan using spatula,scoop-out,16,egg,53,"['egg', 'pan', 'spatula']","[53, 5, 20]","(2,1)","(2,1)",-1,-1,0,0,right,
13694,P04_117_159,P04,P04_117,05:24.1,05:21.7,05:25.2,16083,16260,scrape eggs off spatula on side of pan,scrape-off,25,egg,53,"['egg', 'spatula', 'side:pan']","[53, 20, 5]","(2,1)","(2,1)",-1,-1,0,0,right,
13696,P04_117_160,P04,P04_117,05:24.9,05:24.9,05:25.7,16244,16285,scoop eggs out onto bread,scoop-out,16,egg,53,"['egg', 'bread']","[53, 33]","(2,1)","(2,1)",-1,-1,0,0,right,
13697,P04_117_161,P04,P04_117,05:26.6,05:26.2,05:27.6,16308,16380,scrape eggs off spatula with side of pan,scrape-off,25,egg,53,"['egg', 'spatula', 'side:pan']","[53, 20, 5]","(2,1)","(2,1)",-1,-1,0,0,right,
13698,P04_117_162,P04,P04_117,05:26.9,05:27.0,05:27.4,16349,16369,scoop eggs out onto bread,scoop-out,16,egg,53,"['egg', 'bread']","[53, 33]","(2,1)","(2,1)",-1,-1,0,0,right,
13699,P04_117_163,P04,P04_117,05:27.3,05:27.4,05:27.7,16369,16387,put spatula in saucepan,put-in,5,spatula,20,"['spatula', 'saucepan']","[20, 5]",,,,,,,,
13700,P04_117_164,P04,P04_117,05:28.8,05:27.8,05:28.7,16388,16433,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],,,,,,,,
13701,P04_117_165,P04,P04_117,05:29.4,05:29.0,05:29.7,16451,16483,pick up pepper,pick-up,0,pepper,37,['pepper'],[37],,,,,,,,
13702,P04_117_166,P04,P04_117,05:30.4,05:30.0,05:32.9,16500,16645,grate pepper onto bread and eggs,grate-onto,77,pepper,37,"['pepper', 'bread', 'egg']","[37, 33, 53]",,,,,,,,
13703,P04_117_167,P04,P04_117,05:34.1,05:33.2,05:34.2,16661,16710,put down pepper,put-down,1,pepper,37,['pepper'],[37],,,,,,,,
13849,P04_119_0,P04,P04_119,00:02.4,00:01.3,00:02.5,65,123,pick up rubber glove,pick-up,0,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
13850,P04_119_1,P04,P04_119,00:03.6,00:03.2,00:03.8,158,189,throw down rubber glove,throw-down,13,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
13961,P04_119_2,P04,P04_119,00:05.4,00:03.7,00:06.8,186,341,put on rubber glove,put-on,1,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
14060,P04_119_3,P04,P04_119,00:07.6,00:06.7,00:08.6,334,428,pick up rubber glove,pick-up,0,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
14071,P04_119_4,P04,P04_119,00:09.9,00:08.7,00:13.6,433,679,put on rubber glove,put-on,1,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
14082,P04_119_5,P04,P04_119,00:15.4,00:13.7,00:16.5,684,826,squeeze soap onto rubber glove,squeeze-onto,18,soap,22,"['soap', 'glove:rubber']","[22, 60]",,,,,,,,
14093,P04_119_6,P04,P04_119,00:16.9,00:16.1,00:27.6,807,1381,lather gloves,lather,2,glove,60,['glove'],[60],,,,,,,,
14104,P04_119_7,P04,P04_119,00:28.1,00:27.7,00:29.2,1386,1458,squeeze soap onto rubber glove,squeeze-onto,18,soap,22,"['soap', 'glove:rubber']","[22, 60]",,,,,,,,
14115,P04_119_8,P04,P04_119,00:29.1,00:28.8,00:41.6,1441,2077,lather rubber gloves,lather,2,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
14126,P04_119_9,P04,P04_119,00:42.9,00:41.6,00:43.1,2082,2157,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
13851,P04_119_10,P04,P04_119,00:44.4,00:43.0,00:50.0,2150,2502,wash rubber gloves,wash,2,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
13862,P04_119_11,P04,P04_119,00:50.6,00:50.6,00:51.3,2530,2567,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
13873,P04_119_12,P04,P04_119,00:52.1,00:51.3,00:52.0,2565,2600,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
13884,P04_119_13,P04,P04_119,00:52.6,00:52.3,01:15.8,2614,3792,rinse rubber gloves,rinse,2,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
13895,P04_119_14,P04,P04_119,01:16.6,01:15.9,01:16.8,3795,3837,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
13906,P04_119_15,P04,P04_119,01:18.8,01:18.2,01:20.1,3911,4005,pull fingers of rubber gloves,pull,31,finger:rubber:glove,60,['finger:rubber:glove'],[60],,,,,,,,
13917,P04_119_16,P04,P04_119,01:21.1,01:20.2,01:23.2,4011,4161,pull fingers of rubber gloves,pull,31,finger:rubber:glove,60,['finger:rubber:glove'],[60],,,,,,,,
13928,P04_119_17,P04,P04_119,01:24.3,01:23.7,01:24.5,4184,4227,take off rubber glove,take-off,12,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
13962,P04_119_20,P04,P04_119,01:26.6,01:24.0,01:52.0,4200,5598,dry rubber gloves,dry,14,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
13950,P04_119_19,P04,P04_119,01:25.9,01:24.8,01:26.3,4238,4314,pick up tea towel,pick-up,0,towel:tea,52,['towel:tea'],[52],,,,,,,,
13939,P04_119_18,P04,P04_119,01:24.6,01:24.9,01:26.4,4244,4319,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
13973,P04_119_21,P04,P04_119,01:52.9,01:51.9,01:54.5,5597,5723,put down rubber gloves,put-down,1,glove:rubber,60,['glove:rubber'],[60],,,,,,,,
13984,P04_119_22,P04,P04_119,01:54.8,01:54.5,01:55.6,5725,5779,wipe hand with tea towel,wipe-with,2,hand,11,"['hand', 'towel:tea']","[11, 52]",,,,,,,,
13995,P04_119_23,P04,P04_119,01:56.8,01:55.5,01:58.7,5775,5936,put tea towel on oven door,put-on,1,towel:tea,52,"['towel:tea', 'door:oven']","[52, 46]",,,,,,,,
14006,P04_119_24,P04,P04_119,02:02.6,01:59.4,02:06.9,5969,6344,tilt instructions forward,tilt,33,instruction,149,['instruction'],[149],,,,,,,,
14017,P04_119_25,P04,P04_119,02:03.8,02:01.2,02:04.7,6062,6232,read instructions,read,38,instruction,149,['instruction'],[149],,,,,,,,
14028,P04_119_26,P04,P04_119,02:05.9,02:04.8,02:06.6,6237,6331,pick up instructions,pick-up,0,instruction,149,['instruction'],[149],,,,,,,,
14039,P04_119_27,P04,P04_119,02:07.4,02:06.6,02:08.8,6328,6441,turn over instructions,turn-over,22,instruction,149,['instruction'],[149],,,,,,,,
14049,P04_119_28,P04,P04_119,02:09.1,02:08.9,02:09.7,6445,6484,put down instructions,put-down,1,instruction,149,['instruction'],[149],,,,,,,,
14061,P04_119_30,P04,P04_119,02:12.4,02:10.4,02:12.9,6520,6643,pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
14059,P04_119_29,P04,P04_119,02:11.9,02:10.9,02:12.4,6544,6619,try to pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
14062,P04_119_31,P04,P04_119,02:13.9,02:13.0,02:13.7,6647,6686,put down knife on chopping board,put-down,1,knife,4,"['knife', 'board:chopping']","[4, 18]",,,,,,,,
14063,P04_119_32,P04,P04_119,02:14.1,02:13.2,02:14.1,6662,6704,pick up rennet tablets,pick-up,0,tablet:rennet,171,['tablet:rennet'],[171],,,,,,,,
14064,P04_119_33,P04,P04_119,02:16.4,02:13.9,02:19.9,6697,6997,pop rennet tablet out of packaging,pop-out,12,tablet:rennet,171,"['tablet:rennet', 'packaging']","[171, 26]",,,,,,,,
14065,P04_119_34,P04,P04_119,02:20.4,02:19.6,02:21.2,6979,7059,pick up rennet tablet,pick-up,0,tablet:rennet,171,['tablet:rennet'],[171],,,,,,,,
14066,P04_119_35,P04,P04_119,02:21.9,02:20.9,02:22.0,7042,7100,put part of tablet on chopping board,put-on,1,part:tablet,171,"['part:tablet', 'board:chopping']","[171, 18]",,,,,,,,
14067,P04_119_36,P04,P04_119,02:23.6,02:22.0,02:22.6,7100,7130,pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
14068,P04_119_37,P04,P04_119,02:23.9,02:22.7,02:23.2,7137,7162,hold rennet tablet,hold,34,tablet:rennet,171,['tablet:rennet'],[171],,,,,,,,
14069,P04_119_38,P04,P04_119,02:24.1,02:23.1,02:25.3,7153,7267,cut rennet tablet,cut,7,tablet:rennet,171,['tablet:rennet'],[171],,,,,,,,
14072,P04_119_40,P04,P04_119,02:26.6,02:24.7,02:26.4,7234,7318,pick up chunk of rennet tablet,pick-up,0,chunk:rennet:tablet,171,['chunk:rennet:tablet'],[171],,,,,,,,
14070,P04_119_39,P04,P04_119,02:26.1,02:25.4,02:26.6,7269,7331,put down knife,put-down,1,knife,4,['knife'],[4],,,,,,,,
14073,P04_119_41,P04,P04_119,02:27.4,02:26.5,02:27.8,7323,7390,put down chunk of rennet tablet,put-down,1,chunk:rennet:tablet,171,['chunk:rennet:tablet'],[171],,,,,,,,
14074,P04_119_42,P04,P04_119,02:27.4,02:27.9,02:28.8,7395,7441,move knife,move,11,knife,4,['knife'],[4],,,,,,,,
14075,P04_119_43,P04,P04_119,02:28.9,02:28.0,02:29.5,7400,7473,pick up rennet tablet crumbs,pick-up,0,crumb:rennet:tablet,171,['crumb:rennet:tablet'],[171],,,,,,,,
14076,P04_119_44,P04,P04_119,02:30.4,02:29.4,02:30.5,7470,7525,drop crumbs into sink,drop-into,5,crumb,54,"['crumb', 'sink']","[54, 63]",,,,,,,,
14077,P04_119_45,P04,P04_119,02:30.4,02:30.1,02:31.6,7503,7578,pick up tablets,pick-up,0,tablet,171,['tablet'],[171],,,,,,,,
14078,P04_119_46,P04,P04_119,02:31.6,02:30.6,02:31.9,7530,7595,fold over file,fold-over,28,file,49,['file'],[49],,,,,,,,
14079,P04_119_47,P04,P04_119,02:32.4,02:32.3,02:33.2,7616,7659,put tablets in box,put-in,5,tablet,171,"['tablet', 'box']","[171, 23]",,,,,,,,
14080,P04_119_48,P04,P04_119,02:34.6,02:33.9,02:35.9,7693,7796,read instructions,read,38,instruction,149,['instruction'],[149],,,,,,,,
14083,P04_119_50,P04,P04_119,02:37.4,02:35.9,02:37.9,7795,7894,pick up kettle,pick-up,0,kettle,44,['kettle'],[44],,,,,,,,
14081,P04_119_49,P04,P04_119,02:37.1,02:36.0,02:37.4,7798,7871,turn kettle,turn,23,kettle,44,['kettle'],[44],,,,,,,,
14084,P04_119_51,P04,P04_119,02:38.6,02:38.4,02:38.8,7921,7941,catch water bottle,catch,0,bottle:water,15,['bottle:water'],[15],,,,,,,,
14085,P04_119_52,P04,P04_119,02:39.1,02:38.9,02:39.4,7944,7972,straighten water bottle,straighten,40,bottle:water,15,['bottle:water'],[15],,,,,,,,
14086,P04_119_53,P04,P04_119,02:39.9,02:39.8,02:40.6,7991,8031,open kettle,open,3,kettle,44,['kettle'],[44],,,,,,,,
14087,P04_119_54,P04,P04_119,02:41.1,02:40.8,02:41.4,8042,8069,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
14088,P04_119_55,P04,P04_119,02:41.6,02:41.1,02:43.2,8056,8158,fill kettle with water,fill,26,kettle,44,"['kettle', 'water']","[44, 27]",,,,,,,,
14089,P04_119_56,P04,P04_119,02:43.4,02:42.4,02:43.6,8119,8180,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
14090,P04_119_57,P04,P04_119,02:43.9,02:43.7,02:44.2,8184,8212,close kettle lid,close,4,lid:kettle,6,['lid:kettle'],[6],,,,,,,,
14091,P04_119_58,P04,P04_119,02:45.4,02:44.3,02:45.8,8217,8291,put kettle on stand,put-on,1,kettle,44,"['kettle', 'stand']","[44, 249]",,,,,,,,
14092,P04_119_59,P04,P04_119,02:46.4,02:45.8,02:46.8,8288,8338,turn on kettle,turn-on,6,kettle,44,['kettle'],[44],,,,,,,,
14094,P04_119_60,P04,P04_119,02:48.9,02:48.0,02:52.8,8400,8639,read instructions,read,38,instruction,149,['instruction'],[149],,,,,,,,
14095,P04_119_61,P04,P04_119,02:53.6,02:53.2,02:53.9,8661,8694,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
14096,P04_119_62,P04,P04_119,02:55.9,02:55.0,02:56.0,8749,8799,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
14097,P04_119_63,P04,P04_119,02:56.9,02:56.9,02:58.0,8844,8901,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],,,,,,,,
14098,P04_119_64,P04,P04_119,03:04.9,02:59.7,03:05.7,8986,9284,open dishwasher drawer,open,3,drawer:dishwasher,70,['drawer:dishwasher'],[70],,,,,,,,
14099,P04_119_65,P04,P04_119,03:08.4,03:07.1,03:08.7,9352,9434,pick up ramekin,pick-up,0,ramekin,7,['ramekin'],[7],,,,,,,,
14100,P04_119_66,P04,P04_119,03:11.9,03:08.3,03:11.9,9417,9596,take ramekin,take,0,ramekin,7,['ramekin'],[7],,,,,,,,
14101,P04_119_67,P04,P04_119,03:13.1,03:13.1,03:14.3,9655,9715,close dishwasher drawer,close,4,drawer:dishwasher,70,['drawer:dishwasher'],[70],,,,,,,,
14102,P04_119_68,P04,P04_119,03:14.9,03:14.3,03:15.2,9715,9759,close dishwasher,close,4,dishwasher,70,['dishwasher'],[70],,,,,,,,
14103,P04_119_69,P04,P04_119,03:17.1,03:16.2,03:17.6,9811,9880,put down ramekin,put-down,1,ramekin,7,['ramekin'],[7],,,,,,,,
14105,P04_119_70,P04,P04_119,03:19.1,03:17.0,03:19.4,9850,9971,pick up ramekin,pick-up,0,ramekin,7,['ramekin'],[7],,,,,,,,
14106,P04_119_71,P04,P04_119,03:19.6,03:19.5,03:20.3,9975,10013,pick up tea towel,pick-up,0,towel:tea,52,['towel:tea'],[52],,,,,,,,
14107,P04_119_72,P04,P04_119,03:19.9,03:19.7,03:21.2,9987,10058,dry ramekin with tea towel,dry,14,ramekin,7,"['ramekin', 'towel:tea']","[7, 52]",,,,,,,,
14108,P04_119_73,P04,P04_119,03:21.4,03:21.1,03:22.1,10055,10105,put down ramekin,put-down,1,ramekin,7,['ramekin'],[7],,,,,,,,
14109,P04_119_74,P04,P04_119,03:22.4,03:22.2,03:23.6,10110,10180,put tea towel on oven door,put-on,1,towel:tea,52,"['towel:tea', 'door:oven']","[52, 46]",,,,,,,,
14110,P04_119_75,P04,P04_119,03:26.6,03:22.9,03:26.1,10146,10305,press button on kettle,press,21,button,92,"['button', 'kettle']","[92, 44]",,,,,,,,
14111,P04_119_76,P04,P04_119,03:27.4,03:26.1,03:28.2,10306,10409,pick up kettle lead,pick-up,0,lead:kettle,204,['lead:kettle'],[204],,,,,,,,
14112,P04_119_77,P04,P04_119,03:29.9,03:27.1,03:29.7,10354,10483,unplug plug,unplug,12,plug,153,['plug'],[153],,,,,,,,
14113,P04_119_78,P04,P04_119,03:30.9,03:29.8,03:31.3,10488,10563,take kettle plug,take,0,plug:kettle,153,['plug:kettle'],[153],,,,,,,,
14114,P04_119_79,P04,P04_119,03:32.1,03:31.4,03:32.9,10568,10643,plug in plug,plug-in,64,plug,153,['plug'],[153],,,,,,,,
14116,P04_119_80,P04,P04_119,03:35.6,03:35.6,03:36.5,10781,10824,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
14117,P04_119_81,P04,P04_119,03:37.1,03:36.7,03:37.9,10834,10896,take milk bottle,take,0,bottle:milk,15,['bottle:milk'],[15],,,,,,,,
14118,P04_119_82,P04,P04_119,03:38.6,03:38.0,03:40.2,10900,11011,take milk bottle,take,0,bottle:milk,15,['bottle:milk'],[15],,,,,,,,
14119,P04_119_83,P04,P04_119,03:40.6,03:40.3,03:41.1,11016,11054,put down milk bottle,put-down,1,bottle:milk,15,['bottle:milk'],[15],,,,,,,,
14120,P04_119_84,P04,P04_119,03:42.4,03:41.5,03:42.8,11072,11137,take corn sausages,take,0,sausage:corn,86,['sausage:corn'],[86],,,,,,,,
14121,P04_119_85,P04,P04_119,03:43.9,03:43.1,03:44.3,11157,11215,pick up quorn cocktail sausage,pick-up,0,sausage:quorn:cocktail,86,['sausage:quorn:cocktail'],[86],,,,,,,,
14122,P04_119_86,P04,P04_119,03:44.1,03:44.3,03:45.1,11214,11253,eat quorn cocktail sausage,eat,35,sausage:quorn:cocktail,86,['sausage:quorn:cocktail'],[86],,,,,,,,
14123,P04_119_87,P04,P04_119,03:45.1,03:45.0,03:46.1,11251,11304,put quorn sausages in fridge,put-in,5,sausage:quorn,86,"['sausage:quorn', 'fridge']","[86, 12]",,,,,,,,
14124,P04_119_88,P04,P04_119,03:46.4,03:46.5,03:47.9,11327,11393,close fridge door,close,4,door:fridge,12,['door:fridge'],[12],,,,,,,,
14125,P04_119_89,P04,P04_119,03:56.4,03:55.2,03:56.2,11762,11811,take bite of quorn sausage,take,0,bite,34,"['bite', 'sausage:quorn']","[34, 86]",,,,,,,,
14127,P04_119_90,P04,P04_119,04:26.1,04:25.5,04:28.6,13276,13432,rotate milk bottle,rotate,23,bottle:milk,15,['bottle:milk'],[15],,,,,,,,
14128,P04_119_91,P04,P04_119,04:37.9,04:37.2,04:38.0,13861,13901,pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
14129,P04_119_92,P04,P04_119,04:38.4,04:37.9,04:38.6,13897,13928,hold rennet tablet,hold,34,tablet:rennet,171,['tablet:rennet'],[171],,,,,,,,
14130,P04_119_93,P04,P04_119,04:39.9,04:38.6,04:42.7,13929,14135,cut rennet tablet,cut,7,tablet:rennet,171,['tablet:rennet'],[171],,,,,,,,
14131,P04_119_94,P04,P04_119,04:43.4,04:42.7,04:43.7,14132,14184,put down knife,put-down,1,knife,4,['knife'],[4],,,,,,,,
14132,P04_119_95,P04,P04_119,04:55.4,04:45.2,04:57.2,14261,14860,read instructions,read,38,instruction,149,['instruction'],[149],,,,,,,,
14133,P04_119_96,P04,P04_119,04:59.1,04:59.1,05:00.4,14957,15021,open drawer,open,3,drawer,8,['drawer'],[8],,,,,,,,
14134,P04_119_97,P04,P04_119,05:02.6,05:00.3,05:01.0,15016,15047,take spoon,take,0,spoon,1,['spoon'],[1],,,,,,,,
13852,P04_119_100,P04,P04_119,05:05.1,05:03.3,05:04.3,15164,15214,pick up packet,pick-up,0,packet,26,['packet'],[26],,,,,,,,
14135,P04_119_98,P04,P04_119,05:04.1,05:03.9,05:04.7,15193,15237,pick up rennet tablet portion,pick-up,0,portion:rennet:tablet,171,['portion:rennet:tablet'],[171],,,,,,,,
14136,P04_119_99,P04,P04_119,05:05.1,05:05.0,05:05.5,15250,15275,put portion of rennet tablet in ramekin,put-in,5,portion:rennet:tablet,171,"['portion:rennet:tablet', 'ramekin']","[171, 7]",,,,,,,,
13853,P04_119_101,P04,P04_119,05:09.4,05:05.9,05:11.2,15296,15559,open bag,open,3,bag,19,['bag'],[19],,,,,,,,
13854,P04_119_102,P04,P04_119,05:12.1,05:12.3,05:13.0,15614,15652,pick up bag,pick-up,0,bag,19,['bag'],[19],,,,,,,,
13855,P04_119_103,P04,P04_119,05:15.9,05:13.6,05:16.4,15682,15822,measure granules with spoon,measure,69,granule,138,"['granule', 'spoon']","[138, 1]",,,,,,,,
13856,P04_119_104,P04,P04_119,05:17.1,05:17.0,05:17.8,15847,15891,measure granules with spoon,measure,69,granule,138,"['granule', 'spoon']","[138, 1]",,,,,,,,
13857,P04_119_105,P04,P04_119,05:18.9,05:18.8,05:19.3,15938,15966,measure granules with spoon,measure,69,granule,138,"['granule', 'spoon']","[138, 1]",,,,,,,,
13858,P04_119_106,P04,P04_119,05:19.6,05:20.3,05:21.1,16016,16053,shake spoon,shake,15,spoon,1,['spoon'],[1],,,,,,,,
13859,P04_119_107,P04,P04_119,05:21.6,05:21.3,05:22.0,16066,16102,spoon granules into ramekin,spoon-into,16,granule,138,"['granule', 'ramekin']","[138, 7]",,,,,,,,
13863,P04_119_110,P04,P04_119,05:24.4,05:22.0,05:23.9,16100,16193,measure granules with spoon,measure,69,granule,138,"['granule', 'spoon']","[138, 1]",,,,,,,,
13860,P04_119_108,P04,P04_119,05:22.8,05:23.4,05:25.6,16172,16282,measure granules with spoon,measure,69,granule,138,"['granule', 'spoon']","[138, 1]",,,,,,,,
13864,P04_119_111,P04,P04_119,05:26.3,05:24.0,05:28.3,16197,16414,shake spoon,shake,15,spoon,1,['spoon'],[1],,,,,,,,
13861,P04_119_109,P04,P04_119,05:23.9,05:25.7,05:28.3,16284,16415,shake spoon,shake,15,spoon,1,['spoon'],[1],,,,,,,,
13865,P04_119_112,P04,P04_119,05:28.3,05:28.3,05:28.8,16412,16442,spoon granules into ramekin,spoon-into,16,granule,138,"['granule', 'ramekin']","[138, 7]",,,,,,,,
13866,P04_119_113,P04,P04_119,05:29.8,05:28.8,05:30.0,16442,16502,measure granules with spoon,measure,69,granule,138,"['granule', 'spoon']","[138, 1]",,,,,,,,
13867,P04_119_114,P04,P04_119,05:30.6,05:30.2,05:31.0,16512,16550,shake spoon,shake,15,spoon,1,['spoon'],[1],,,,,,,,
13868,P04_119_115,P04,P04_119,05:31.4,05:30.9,05:31.8,16547,16589,spoon granules into ramekin,spoon-into,16,granule,138,"['granule', 'ramekin']","[138, 7]",,,,,,,,
13869,P04_119_116,P04,P04_119,05:32.1,05:31.5,05:32.3,16574,16617,put down bag,put-down,1,bag,19,['bag'],[19],,,,,,,,
13870,P04_119_117,P04,P04_119,05:32.8,05:32.4,05:33.2,16622,16658,put down measuring spoon,put-down,1,spoon:measuring,1,['spoon:measuring'],[1],,,,,,,,
13871,P04_119_118,P04,P04_119,05:33.6,05:33.2,05:34.2,16657,16712,close bag,close,4,bag,19,['bag'],[19],,,,,,,,
13874,P04_119_120,P04,P04_119,05:35.6,05:33.4,05:37.1,16671,16853,squeeze bag shut,squeeze,18,shut:bag,19,['shut:bag'],[19],,,,,,,,
13872,P04_119_119,P04,P04_119,05:34.6,05:34.3,05:34.8,16717,16741,pick up bag,pick-up,0,bag,19,['bag'],[19],,,,,,,,
13875,P04_119_121,P04,P04_119,05:37.4,05:37.1,05:39.0,16853,16950,put down bag,put-down,1,bag,19,['bag'],[19],,,,,,,,
13876,P04_119_122,P04,P04_119,05:39.9,05:40.1,05:41.2,17005,17058,open drawer,open,3,drawer,8,['drawer'],[8],,,,,,,,
13877,P04_119_123,P04,P04_119,05:44.4,05:41.6,05:44.9,17078,17243,rifle through contents of drawer,rifle-through,48,content:drawer,8,['content:drawer'],[8],,,,,,,,
