,uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,Unnamed: 21
10687,13339,P08,P08_05,get small bowl,09:25.8,09:29.4,33948,34161,get,0,bowl:small,6,['bowl:small'],[6],,,,,,,,
10688,13340,P08,P08_05,place bowl back,09:30.8,09:35.2,34245,34513,place,1,bowl,6,['bowl'],[6],,,,,,,,
10689,13341,P08,P08_05,close cupboard,09:35.8,09:36.8,34545,34605,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
10690,13342,P08,P08_05,move chopping board and bowl,09:37.7,09:40.6,34663,34837,move,9,board:chopping,19,"['board:chopping', 'bowl']","[19, 6]",,,,,,,,
10691,13343,P08,P08_05,get salad leaves,09:42.5,09:46.9,34947,35217,get,0,leaf:salad,72,['leaf:salad'],[72],,,,,,,,
10692,13344,P08,P08_05,squeeze excess water,09:46.9,09:48.6,35217,35313,squeeze,21,water:excess,17,['water:excess'],[17],,,,,,,,
10693,13345,P08,P08_05,get the leaves,09:48.6,09:51.7,35319,35499,get,0,leaf,72,['leaf'],[72],,,,,,,,
10694,13346,P08,P08_05,take kitchen towel,09:58.8,10:03.1,35929,36183,take,0,towel:kitchen,66,['towel:kitchen'],[66],,,,,,,,
10695,13347,P08,P08_05,unwrap kitchen towel,10:03.2,10:13.4,36189,36804,unwrap,77,towel:kitchen,66,['towel:kitchen'],[66],,,,,,,,
10696,13348,P08,P08_05,take some kitchen towel,10:12.8,10:14.2,36767,36855,take,0,towel:kitchen,66,['towel:kitchen'],[66],,,,,,,,
10697,13349,P08,P08_05,wipe excess water from salad,10:16.8,10:21.6,37008,37293,wipe,4,water:excess,17,"['water:excess', 'salad']","[17, 54]",,,,,,,,
10698,13350,P08,P08_05,still wiping off water excess from salad,10:20.5,10:46.1,37231,38767,wipe-off,4,excess:water,17,"['excess:water', 'salad']","[17, 54]",,,,,,,,
10699,13351,P08,P08_05,cutting salad,10:49.6,11:09.4,38974,40161,cut,5,salad,54,['salad'],[54],"(1,2)",,-1,-1,0,0,right,
10700,13352,P08,P08_05,place salad in bowl,11:09.9,11:11.8,40191,40311,place,1,salad,54,"['salad', 'bowl']","[54, 6]",,,,,,,,
10701,13353,P08,P08_05,continue cut salad,11:12.0,11:35.2,40317,41712,cut,5,salad,54,['salad'],[54],"(1,2)","(1,2)",-1,-1,0,0,right,
10702,13354,P08,P08_05,place salad in bowl,11:35.3,11:37.8,41718,41868,place,1,salad,54,"['salad', 'bowl']","[54, 6]",,,,,,,,
10703,13355,P08,P08_05,wipe off hands,11:48.7,11:52.1,42522,42729,wipe-off,4,hand,12,['hand'],[12],,,,,,,,
10704,13356,P08,P08_05,open microwave,11:54.7,11:56.0,42879,42961,open,2,microwave,55,['microwave'],[55],,,,,,,,
10705,13357,P08,P08_05,get plate,11:56.9,11:59.9,43011,43192,get,0,plate,4,['plate'],[4],"(1,2)",,0,0,0,0,both,
10706,13358,P08,P08_05,take pan from hob,12:02.9,12:05.1,43374,43505,take,0,pan,1,"['pan', 'hob']","[1, 47]",,,,,,,,
10707,13359,P08,P08_05,strain corn in colander,12:06.1,12:08.9,43567,43736,strain,48,corn,161,"['corn', 'colander']","[161, 42]","(1,2)",,-1,-1,0,0,right,
10708,13360,P08,P08_05,shake water off corn,12:10.9,12:16.0,43852,44162,shake,14,water,17,"['water', 'corn']","[17, 161]","(1,2)","(1,2)",0,0,-1,-1,left,
10709,13361,P08,P08_05,place colander on pan,12:16.1,12:17.2,44168,44229,place,1,colander,42,"['colander', 'pan']","[42, 1]",,,,,,,,
10710,13362,P08,P08_05,skin potato,12:20.1,12:28.3,44406,44899,skin,16,potato,27,['potato'],[27],"(1,1)",,0,0,0,0,both,
10711,13363,P08,P08_05,still skinning the potato,12:28.4,12:38.7,44905,45524,skin,16,potato,27,['potato'],[27],"(1,1)","(1,1)",0,0,0,0,both,
10712,13364,P08,P08_05,get knife,12:38.8,12:40.0,45530,45601,get,0,knife,5,['knife'],[5],,,,,,,,
10713,13365,P08,P08_05,cut potato skins,12:39.9,12:50.3,45594,46218,cut,5,skin:potato,68,['skin:potato'],[68],"(1,1)",,-1,-1,0,0,right,
10714,13366,P08,P08_05,cut skins,12:40.1,12:51.2,45607,46273,cut,5,skin,68,['skin'],[68],"(1,1)","(1,1)",-1,-1,0,0,right,
10715,13367,P08,P08_05,get potato skins,12:51.2,12:53.4,46269,46404,get,0,skin:potato,68,['skin:potato'],[68],,,,,,,,
10716,13368,P08,P08_05,throw in garbage,12:53.4,12:54.8,46402,46487,throw-in,8,garbage,108,['garbage'],[108],,,,,,,,
10717,13369,P08,P08_05,turn water on,12:59.2,13:00.2,46749,46809,turn,13,water,17,['water'],[17],,,,,,,,
10718,13370,P08,P08_05,wipe hands,13:01.1,13:05.1,46863,47103,wipe,4,hand,12,['hand'],[12],,,,,,,,
10719,13371,P08,P08_05,get knife,13:05.1,13:07.2,47106,47230,get,0,knife,5,['knife'],[5],,,,,,,,
10720,13372,P08,P08_05,place knife,13:10.0,13:11.3,47400,47475,place,1,knife,5,['knife'],[5],,,,,,,,
10721,13373,P08,P08_05,wipe off hands,13:11.4,13:14.8,47481,47690,wipe-off,4,hand,12,['hand'],[12],,,,,,,,
10722,13374,P08,P08_05,get bowl,13:14.7,13:16.0,47682,47757,get,0,bowl,6,['bowl'],[6],,,,,,,,
10723,13375,P08,P08_05,open cupboard,13:22.1,13:23.8,48123,48228,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10724,13376,P08,P08_05,get bowl,13:24.1,13:26.5,48246,48391,get,0,bowl,6,['bowl'],[6],,,,,,,,
10725,13377,P08,P08_05,open food processor,13:28.3,13:30.1,48499,48607,open,2,processor:food,146,['processor:food'],[146],,,,,,,,
10726,13378,P08,P08_05,get spoon,13:33.5,13:35.3,48810,48915,get,0,spoon,7,['spoon'],[7],,,,,,,,
10727,13379,P08,P08_05,spoon mixture in bowl,13:35.7,13:48.0,48944,49681,spoon,19,mixture,64,"['mixture', 'bowl']","[64, 6]",,,,,,,,
10728,13380,P08,P08_05,take bowl,13:50.1,13:52.6,49805,49955,take,0,bowl,6,['bowl'],[6],,,,,,,,
10729,13381,P08,P08_05,spoon mixture in bowl,13:53.7,14:03.4,50024,50602,spoon,19,mixture,64,"['mixture', 'bowl']","[64, 6]",,,,,,,,
10730,13382,P08,P08_05,spoon the whole mixture in bowl,14:05.5,14:20.6,50730,51634,spoon,19,mixture:whole,64,"['mixture:whole', 'bowl']","[64, 6]",,,,,,,,
10731,13383,P08,P08_05,place food processor,14:22.0,14:23.9,51720,51834,place,1,processor:food,146,['processor:food'],[146],,,,,,,,
10732,13384,P08,P08_05,take out the whole mixture,14:26.5,14:51.1,51987,53464,take-out,10,mixture:whole,64,['mixture:whole'],[64],"(1,2)",,-1,-1,0,0,right,
10733,13385,P08,P08_05,put away the bowl,14:56.0,14:58.8,53758,53930,put-away,1,bowl,6,['bowl'],[6],,,,,,,,
10734,13386,P08,P08_05,open cupboard,15:05.4,15:06.4,54321,54386,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10735,13387,P08,P08_05,get salt,15:06.9,15:07.9,54414,54471,get,0,salt,31,['salt'],[31],,,,,,,,
10736,13388,P08,P08_05,pour in salt,15:08.0,15:12.3,54477,54735,pour-in,7,salt,31,['salt'],[31],"(1,2)",,-1,-1,0,0,right,
10737,13389,P08,P08_05,mix the bell pepper,15:12.3,15:16.4,54741,54985,mix,6,pepper:bell,46,['pepper:bell'],[46],"(1,2)","(1,2)",0,0,7,0,both,
10738,13390,P08,P08_05,pour some pepper,15:16.0,15:23.3,54962,55396,pour,7,pepper,46,['pepper'],[46],"(1,2)","(1,2)",0,0,7,0,both,
10739,13391,P08,P08_05,put back the pepper shaker,15:23.1,15:24.8,55387,55486,put-back,1,shaker:pepper,294,['shaker:pepper'],[294],,,,,,,,
10740,13392,P08,P08_05,mix the mixture,15:24.3,15:28.7,55457,55723,mix,6,mixture,64,['mixture'],[64],"(1,2)","(1,2)",-1,-1,0,0,right,
10741,13393,P08,P08_05,taste mixture,15:28.7,15:30.1,55720,55804,taste,39,mixture,64,['mixture'],[64],,,,,,,,
10742,13394,P08,P08_05,pour salt,15:31.0,15:33.8,55860,56025,pour,7,salt,31,['salt'],[31],"(1,2)","(1,2)",-1,-1,0,0,right,
10743,13395,P08,P08_05,mix mixture,15:33.8,15:40.1,56031,56408,mix,6,mixture,64,['mixture'],[64],"(1,2)","(1,2)",-1,-1,0,0,right,
10744,13396,P08,P08_05,taste mixture,15:40.5,15:41.8,56430,56508,taste,39,mixture,64,['mixture'],[64],,,,,,,,
10745,13397,P08,P08_05,close cupboard,15:52.7,15:54.4,57161,57267,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
10746,13398,P08,P08_05,open fridge,15:59.6,16:02.7,57576,57760,open,2,fridge,10,['fridge'],[10],,,,,,,,
10747,13399,P08,P08_05,get jar,16:04.7,16:05.7,57880,57942,get,0,jar,60,['jar'],[60],,,,,,,,
10748,13400,P08,P08_05,close fridge,16:05.8,16:07.7,57948,58059,close,3,fridge,10,['fridge'],[10],,,,,,,,
10749,13401,P08,P08_05,open lid,16:07.9,16:10.8,58075,58249,open,2,lid,11,['lid'],[11],,,,,,,,
10750,13402,P08,P08_05,take spoon,16:12.8,16:13.7,58367,58424,take,0,spoon,7,['spoon'],[7],,,,,,,,
10751,13403,P08,P08_05,open drawer,16:16.2,16:17.3,58569,58639,open,2,drawer,9,['drawer'],[9],,,,,,,,
10752,13404,P08,P08_05,get spoon,16:16.9,16:18.4,58611,58701,get,0,spoon,7,['spoon'],[7],,,,,,,,
10753,13405,P08,P08_05,taste mixture,16:19.1,16:21.4,58744,58886,taste,39,mixture,64,['mixture'],[64],,,,,,,,
10754,13406,P08,P08_05,open cupboard,16:25.6,16:27.1,59135,59224,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10755,13407,P08,P08_05,get bowl,16:26.7,16:31.4,59200,59486,get,0,bowl,6,['bowl'],[6],,,,,,,,
10756,13408,P08,P08_05,place mixture in bowl,16:32.5,16:40.0,59551,59997,place,1,mixture,64,"['mixture', 'bowl']","[64, 6]",,,,,,,,
10757,13409,P08,P08_05,wipe off chilli mixture off lid,16:44.0,16:49.5,60237,60571,wipe-off,4,mixture:chilli,64,"['mixture:chilli', 'lid']","[64, 11]",,,,,,,,
10758,13410,P08,P08_05,open fridge,16:50.7,16:52.0,60643,60718,open,2,fridge,10,['fridge'],[10],,,,,,,,
10759,13411,P08,P08_05,place jar,16:51.9,16:53.6,60711,60815,place,1,jar,60,['jar'],[60],,,,,,,,
10760,13412,P08,P08_05,close fridge,16:52.9,16:54.6,60776,60878,close,3,fridge,10,['fridge'],[10],,,,,,,,
10761,13413,P08,P08_05,open cupboard,16:55.0,16:57.8,60897,61069,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10762,13414,P08,P08_05,look in cupboard,17:00.9,17:08.0,61253,61682,look-in,20,cupboard,8,['cupboard'],[8],,,,,,,,
10763,13415,P08,P08_05,put the garlic,17:08.1,17:10.7,61688,61841,put,1,garlic,45,['garlic'],[45],,,,,,,,
10764,13416,P08,P08_05,get carrot,17:12.6,17:15.0,61957,62099,get,0,carrot,40,['carrot'],[40],,,,,,,,
10765,13417,P08,P08_05,get peeler,17:15.7,17:18.0,62142,62277,get,0,peeler,86,['peeler'],[86],,,,,,,,
10766,13418,P08,P08_05,peel carrot,17:19.8,17:26.3,62388,62775,peel,16,carrot,40,['carrot'],[40],"(1,1)",,-1,-1,0,0,right,
10767,13419,P08,P08_05,finish peeling carrot,17:23.5,17:31.3,62611,63075,peel,16,carrot,40,['carrot'],[40],"(1,1)","(1,1)",-1,-1,0,0,right,
10768,13420,P08,P08_05,chop carrot edges,17:34.1,17:36.7,63244,63403,chop,5,edge:carrot,40,['edge:carrot'],[40],"(1,1)","(1,1)",-1,-1,0,0,right,
10769,13421,P08,P08_05,cut carrots in chunks,17:39.1,17:44.1,63545,63847,cut,5,carrot,40,"['carrot', 'chunk']","[40, 0]","(1,1)","(1,1)",-1,-1,0,0,right,
10770,13422,P08,P08_05,get the chunks,17:44.0,17:45.7,63840,63939,get,0,carrot,40,['carrot'],[40],,,,,,,,
10771,13423,P08,P08_05,place food processor in back,17:51.4,17:54.6,64280,64477,place,1,processor:food,146,"['processor:food', 'back']","[146, 0]",,,,,,,,
10772,13424,P08,P08_05,put carrots in food processor,17:54.1,17:56.1,64444,64567,put,1,carrot,40,"['carrot', 'processor:food']","[40, 146]","(1,2)","(1,1)",0,0,-1,-1,left,
10773,13425,P08,P08_05,get processor lid,17:57.7,17:59.3,64659,64755,get,0,processor,146,"['processor', 'lid']","[146, 11]",,,,,,,,
10774,13426,P08,P08_05,start processor,18:00.3,18:10.0,64815,65400,start,12,processor,146,['processor'],[146],"(1,2)",,-1,-1,0,0,right,
10775,13427,P08,P08_05,open cupboard,18:10.1,18:11.0,65405,65460,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10776,13428,P08,P08_05,get pan,18:12.2,18:16.2,65532,65772,get,0,pan,1,['pan'],[1],,,,,,,,
10777,13429,P08,P08_05,place pan on hob,18:16.6,18:17.8,65793,65868,place,1,pan,1,"['pan', 'hob']","[1, 47]","(1,2)",,-1,-1,0,0,right,
10778,13430,P08,P08_05,move moka,18:17.9,18:20.4,65874,66024,move,9,moka,126,['moka'],[126],,,,,,,,
10779,13431,P08,P08_05,stop processor,18:21.9,18:22.9,66111,66171,stop,51,processor,146,['processor'],[146],,,,,,,,
10780,13432,P08,P08_05,get chopstick,18:24.9,18:26.3,66291,66381,get,0,chopstick,117,['chopstick'],[117],,,,,,,,
10781,13433,P08,P08_05,move mixture,18:26.1,18:38.4,66363,67104,move,9,mixture,64,['mixture'],[64],,,,,,,,
10782,13434,P08,P08_05,put lid back,18:39.0,18:41.0,67141,67262,put,1,lid,11,['lid'],[11],,,,,,,,
10783,13435,P08,P08_05,start processor,18:41.3,18:41.9,67280,67311,start,12,processor,146,['processor'],[146],,,,,,,,
10784,13436,P08,P08_05,turn heat,18:48.0,18:49.6,67681,67778,turn,13,heat,106,['heat'],[106],,,,,,,,
10785,13437,P08,P08_05,clean pan,18:49.5,18:52.7,67770,67963,clean,4,pan,1,['pan'],[1],,,,,,,,
10786,13438,P08,P08_05,open cupboard,18:57.3,18:58.3,68236,68295,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10787,13439,P08,P08_05,get oil,18:58.4,18:59.3,68301,68356,get,0,oil,24,['oil'],[24],,,,,,,,
10788,13440,P08,P08_05,get vinegar bottles,18:59.3,19:04.4,68358,68663,get,0,bottle:vinegar,28,['bottle:vinegar'],[28],,,,,,,,
10789,13441,P08,P08_05,get prices,19:06.5,19:08.0,68787,68881,get,0,bottle:vinegar,28,['bottle:vinegar'],[28],,,,,,,,
10790,13442,P08,P08_05,close cupboard,19:12.3,19:14.6,69139,69277,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
10791,13443,P08,P08_05,getting chopping board,19:22.0,19:25.8,69717,69948,get,0,board:chopping,19,['board:chopping'],[19],,,,,,,,
10792,13444,P08,P08_05,place board,19:24.3,19:32.1,69855,70323,place,1,board,19,['board'],[19],,,,,,,,
10793,13445,P08,P08_05,rolling knife,19:26.2,19:28.0,69975,70079,roll,29,knife,5,['knife'],[5],,,,,,,,
10794,13446,P08,P08_05,clean sink,19:27.1,19:30.7,70028,70243,clean,4,sink,33,['sink'],[33],,,,,,,,
10795,13447,P08,P08_05,open cupboard,19:34.9,19:36.2,70492,70573,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10796,13448,P08,P08_05,look in cupboard,19:37.4,19:48.1,70643,71287,look-in,20,cupboard,8,['cupboard'],[8],,,,,,,,
10797,13449,P08,P08_05,get the pan,19:46.7,19:54.3,71203,71656,get,0,pan,1,['pan'],[1],,,,,,,,
10798,13450,P08,P08_05,put corn in pan,19:56.5,20:00.3,71787,72018,put,1,corn,161,"['corn', 'pan']","[161, 1]",,,,,,,,
10799,13451,P08,P08_05,place coriander in pan,19:57.7,20:07.8,71859,72471,place,1,coriander,223,"['coriander', 'pan']","[223, 1]",,,,,,,,
10800,13452,P08,P08_05,place potato in pan,20:10.6,20:13.3,72637,72798,place,1,potato,27,"['potato', 'pan']","[27, 1]",,,,,,,,
10801,13453,P08,P08_05,take plate,20:14.8,20:16.0,72889,72958,take,0,plate,4,['plate'],[4],,,,,,,,
10802,13454,P08,P08_05,place on counter,20:16.1,20:17.1,72964,73024,place-on,1,counter,78,['counter'],[78],,,,,,,,
10803,13455,P08,P08_05,arrange pan,20:17.2,20:19.8,73030,73186,arrange,35,pan,1,['pan'],[1],,,,,,,,
10804,13456,P08,P08_05,adjust heat,20:22.4,20:23.6,73341,73414,adjust,17,heat,106,['heat'],[106],,,,,,,,
10805,13457,P08,P08_05,press garlic,20:27.6,20:30.5,73656,73828,press,23,garlic,45,['garlic'],[45],,,,,,,,
10806,13458,P08,P08_05,press garlic,20:30.8,20:32.8,73847,73971,press,23,garlic,45,['garlic'],[45],"(1,1)",,0,0,0,0,both,
10807,13459,P08,P08_05,chop garlic,20:37.4,20:47.5,74244,74851,chop,5,garlic,45,['garlic'],[45],"(1,1)","(1,1)",-1,-1,0,0,right,
10808,13460,P08,P08_05,adjust heat,20:48.0,20:48.8,74882,74927,adjust,17,heat,106,['heat'],[106],,,,,,,,
10809,13461,P08,P08_05,move pan,20:50.0,20:51.8,74998,75108,move,9,pan,1,['pan'],[1],,,,,,,,
10810,13462,P08,P08_05,pour oil,20:51.9,20:53.9,75112,75232,pour,7,oil,24,['oil'],[24],"(1,1)",,-1,-1,0,0,right,
10811,13463,P08,P08_05,chop garlic finely,21:00.6,21:06.0,75637,75961,chop,5,garlic,45,['garlic'],[45],"(1,1)","(1,1)",-1,-1,0,0,right,
10812,13464,P08,P08_05,get chopping board,21:06.4,21:07.6,75982,76056,get,0,board:chopping,19,['board:chopping'],[19],,,,,,,,
10813,13465,P08,P08_05,put garlic in pan,21:08.0,21:10.1,76081,76207,put,1,garlic,45,"['garlic', 'pan']","[45, 1]","(1,1)",,-1,-1,0,0,right,
10814,13466,P08,P08_05,get spoon,21:15.1,21:16.7,76507,76602,get,0,spoon,7,['spoon'],[7],,,,,,,,
10815,13467,P08,P08_05,mix garlic in oil,21:16.1,21:25.2,76566,77113,mix,6,garlic,45,"['garlic', 'oil']","[45, 24]","(1,1)",,-1,-1,0,0,right,
10816,13468,P08,P08_05,place pan on hob,21:25.6,21:30.2,77137,77412,place,1,pan,1,"['pan', 'hob']","[1, 47]","(1,1)","(1,1)",-1,-1,0,0,right,
10817,13469,P08,P08_05,open food processor,21:30.4,21:31.3,77422,77480,open,2,processor:food,146,['processor:food'],[146],,,,,,,,
10818,13470,P08,P08_05,spoon in mixture in pan,21:31.5,21:39.0,77489,77942,spoon-in,19,mixture,64,"['mixture', 'pan']","[64, 1]",,,,,,,,
10819,13471,P08,P08_05,get the food processor bowl,21:40.0,21:41.7,78003,78104,get,0,processor:food,146,"['processor:food', 'bowl:processor']","[146, 6]",,,,,,,,
10820,13472,P08,P08_05,spoon the carrots in the pan,21:41.5,21:53.2,78088,78789,spoon,19,carrot,40,"['carrot', 'pan']","[40, 1]","(1,2)",,-1,-1,0,0,right,
10821,13473,P08,P08_05,still spooning carrots in the pan,21:52.1,22:06.9,78723,79611,spoon,19,carrot,40,"['carrot', 'pan']","[40, 1]","(1,2)","(1,2)",-1,-1,0,0,right,
10822,13474,P08,P08_05,place presser down,22:06.7,22:09.1,79601,79749,place,1,presser,314,['presser'],[314],,,,,,,,
10823,13475,P08,P08_05,mix garlic with carrot in pan,22:09.0,22:22.8,79738,80568,mix,6,garlic,45,"['garlic', 'carrot', 'pan']","[45, 40, 1]","(1,2)","(1,2)",-1,-1,0,0,right,
10824,13476,P08,P08_05,adjust heat,22:17.5,22:19.0,80250,80340,adjust,17,heat,106,['heat'],[106],,,,,,,,
10825,13477,P08,P08_05,mix pan,22:19.0,22:28.9,80337,80931,mix,6,pan,1,['pan'],[1],,,,,,,,
10826,13478,P08,P08_05,place spoon,22:28.7,22:30.7,80919,81041,place,1,spoon,7,['spoon'],[7],,,,,,,,
10827,13479,P08,P08_05,press pepper in the mixture,22:31.0,22:37.8,81062,81467,press,23,pepper,46,"['pepper', 'mixture']","[46, 64]","(1,2)",,0,0,7,0,both,
10828,13480,P08,P08_05,pour salt in pan,22:38.4,22:41.4,81503,81683,pour,7,salt,31,"['salt', 'pan']","[31, 1]","(1,2)","(1,2)",-1,-1,0,0,right,
10829,13481,P08,P08_05,mix pan ingredients,22:41.2,22:52.5,81673,82349,mix,6,ingredient:pan,143,['ingredient:pan'],[143],"(1,2)","(1,2)",-1,-1,0,0,right,
10830,13482,P08,P08_05,put carrots in serving pan,22:52.0,23:04.6,82320,83075,put,1,carrot,40,"['carrot', 'pan:serving']","[40, 1]",,,,,,,,
10831,13483,P08,P08_05,turn off heat,23:05.2,23:06.4,83111,83186,turn-off,15,heat,106,['heat'],[106],,,,,,,,
10832,13484,P08,P08_05,place pan on hob,23:05.9,23:07.5,83155,83252,place,1,pan,1,"['pan', 'hob']","[1, 47]",,,,,,,,
10833,13485,P08,P08_05,open dishwasher,23:09.1,23:10.1,83348,83408,open,2,dishwasher,49,['dishwasher'],[49],,,,,,,,
10834,13486,P08,P08_05,open drawer,23:10.4,23:11.8,83424,83505,open,2,drawer,9,['drawer'],[9],,,,,,,,
10835,13487,P08,P08_05,wipe off processor,23:15.5,23:18.0,83731,83878,wipe-off,4,processor,146,['processor'],[146],,,,,,,,
10836,13488,P08,P08_05,place processor in dishwasher,23:18.3,23:34.4,83899,84862,place,1,processor,146,"['processor', 'dishwasher']","[146, 49]",,,,,,,,
10837,13489,P08,P08_05,place dishwasher bits,23:22.4,23:23.6,84143,84218,place,1,bit:dishwasher,49,['bit:dishwasher'],[49],,,,,,,,
10838,13490,P08,P08_05,place processor bits in dishwasher,23:22.9,23:45.1,84176,85507,place,1,bit:processor,146,"['bit:processor', 'dishwasher']","[146, 49]",,,,,,,,
10839,13491,P08,P08_05,close drawer,23:45.5,23:47.0,85532,85620,close,3,drawer,9,['drawer'],[9],,,,,,,,
10840,13492,P08,P08_05,open drawer,23:47.1,23:48.5,85626,85710,open,2,drawer,9,['drawer'],[9],,,,,,,,
10841,13493,P08,P08_05,place plate,23:49.1,23:51.1,85747,85867,place,1,plate,4,['plate'],[4],,,,,,,,
10842,13494,P08,P08_05,close drawer,23:56.6,23:58.0,86196,86279,close,3,drawer,9,['drawer'],[9],,,,,,,,
10843,13495,P08,P08_05,close dishwasher,23:58.0,23:59.3,86278,86358,close,3,dishwasher,49,['dishwasher'],[49],,,,,,,,
10844,13496,P08,P08_05,open wrap,24:00.8,24:04.7,86449,86683,open,2,wrap,92,['wrap'],[92],,,,,,,,
10845,13497,P08,P08_05,place spinach leaves in serving bowl,24:05.3,24:11.6,86719,87094,place,1,leaf:spinach,72,"['leaf:spinach', 'bowl:serving']","[72, 6]",,,,,,,,
10846,13498,P08,P08_05,place wrap on bowl,24:11.9,24:15.4,87115,87325,place,1,wrap,92,"['wrap', 'bowl']","[92, 6]",,,,,,,,
10847,13499,P08,P08_05,place bowl on counter,24:15.6,24:17.3,87333,87438,place,1,bowl,6,"['bowl', 'counter']","[6, 78]",,,,,,,,
10848,13500,P08,P08_05,get bowl,24:17.4,24:18.4,87442,87504,get,0,bowl,6,['bowl'],[6],,,,,,,,
10849,13501,P08,P08_05,place on serving board,24:18.8,24:23.0,87525,87780,place-on,1,board:serving,19,['board:serving'],[19],,,,,,,,
10850,13502,P08,P08_05,cut the tortilla plastic bag,24:37.6,24:42.9,88656,88971,cut,5,tortilla,80,"['tortilla', 'bag:plastic']","[80, 20]",,,,,,,,
10851,13503,P08,P08_05,throw away plastic lid,24:43.2,24:45.0,88992,89097,throw,8,lid:plastic,11,['lid:plastic'],[11],,,,,,,,
10852,13504,P08,P08_05,put scissors away,24:45.3,24:46.4,89118,89184,put,1,scissors,76,['scissors'],[76],,,,,,,,
10853,13505,P08,P08_05,open tortilla bag,24:46.4,24:50.7,89184,89441,open,2,bag:tortilla,20,['bag:tortilla'],[20],,,,,,,,
10854,13506,P08,P08_05,get a tortilla,24:49.5,25:00.4,89369,90025,get,0,tortilla,80,['tortilla'],[80],,,,,,,,
10855,13507,P08,P08_05,open cupboard,25:01.5,25:03.2,90087,90193,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
10856,13508,P08,P08_05,place on plate,25:04.7,25:05.7,90281,90343,place-on,1,plate,4,['plate'],[4],,,,,,,,
10857,13509,P08,P08_05,open microwave,25:06.0,25:07.9,90362,90476,open,2,microwave,55,['microwave'],[55],,,,,,,,
10858,13510,P08,P08_05,close microwave,25:07.8,25:09.2,90465,90550,close,3,microwave,55,['microwave'],[55],,,,,,,,
10859,13511,P08,P08_05,turn on microwave oven,25:09.5,25:15.5,90571,90927,turn-on,12,microwave,55,"['microwave', 'oven']","[55, 56]",,,,,,,,
10860,13512,P08,P08_05,close cupboard,25:15.8,25:17.1,90950,91025,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
10861,13513,P08,P08_05,get sponge,25:20.4,25:21.5,91225,91290,get,0,sponge,21,['sponge'],[21],,,,,,,,
10862,13514,P08,P08_05,water the sponge,25:21.5,25:23.5,91292,91412,water,91,sponge,21,['sponge'],[21],,,,,,,,
10863,13515,P08,P08_05,clean the processor with water,25:26.3,25:29.9,91578,91793,clean,4,processor,146,"['processor', 'water']","[146, 17]",,,,,,,,
10864,13516,P08,P08_05,place processor away,25:28.3,25:29.8,91699,91789,place,1,processor,146,['processor'],[146],,,,,,,,
10865,13517,P08,P08_05,get salad bowl,25:31.3,25:33.3,91879,91999,get,0,bowl:salad,6,['bowl:salad'],[6],,,,,,,,
10866,13518,P08,P08_05,shake the vinegar bottle,25:34.3,25:36.6,92059,92197,shake,14,bottle:vinegar,28,['bottle:vinegar'],[28],,,,,,,,
10867,13519,P08,P08_05,pour vinegar on salad,25:38.4,25:40.2,92305,92410,pour,7,vinegar,162,"['vinegar', 'salad']","[162, 54]","(1,2)",,-1,-1,0,0,right,
10868,13520,P08,P08_05,pour olive oil on salad,25:40.4,25:48.9,92424,92934,pour,7,oil:olive,24,"['oil:olive', 'salad']","[24, 54]","(1,2)","(1,2)",-1,-1,0,0,right,
10869,13521,P08,P08_05,close lid,25:48.7,25:49.8,92920,92989,close,3,lid,11,['lid'],[11],,,,,,,,
10870,13522,P08,P08_05,pour salt,25:49.9,25:52.3,92995,93136,pour,7,salt,31,['salt'],[31],"(1,2)","(1,2)",-1,-1,0,0,right,
10871,13523,P08,P08_05,still mix the salad,25:55.0,26:18.3,93300,94695,mix,6,salad,54,['salad'],[54],"(1,2)","(1,2)",-1,-1,0,0,right,
10872,13524,P08,P08_05,pour vinegar,25:56.5,25:58.9,93387,93534,pour,7,vinegar,162,['vinegar'],[162],"(1,2)","(1,2)",-1,-1,0,0,right,
10873,13525,P08,P08_05,take fork,26:01.5,26:02.5,93691,93751,take,0,fork,18,['fork'],[18],,,,,,,,
10874,13526,P08,P08_05,mix salad,26:02.8,26:14.3,93770,94457,mix,6,salad,54,['salad'],[54],"(1,2)",,0,0,0,0,both,
10875,13527,P08,P08_05,taste salad,26:17.2,26:19.9,94633,94792,taste,39,salad,54,['salad'],[54],,,,,,,,
10876,13528,P08,P08_05,put away fork,26:20.6,26:23.3,94837,94998,put-away,1,fork,18,['fork'],[18],,,,,,,,
