uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid ,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,
26683,P22,P22_11,put down coffee grinder,03:22.2,03:23.5,12129,12211,put-down,1,grinder:coffee,163,['grinder:coffee'],[163],,,,,,,,
26684,P22,P22_11,remove lid,03:22.7,03:23.5,12162,12210,remove,10,lid,11,['lid'],[11],,,,,,,,
26685,P22,P22_11,shake lid,03:23.6,03:25.6,12217,12337,shake,14,lid,11,['lid'],[11],,,,,,,,
26686,P22,P22_11,open coffee machine,03:25.6,03:26.8,12335,12405,open,2,machine:coffee,126,['machine:coffee'],[126],,,,,,,,
26687,P22,P22_11,put coffee ground,03:26.1,03:29.2,12364,12552,put,1,ground:coffee,58,['ground:coffee'],[58],,,,,,,,
26688,P22,P22_11,put down lid,03:30.1,03:31.3,12603,12679,put-down,1,lid,11,['lid'],[11],,,,,,,,
26689,P22,P22_11,put on lid,03:30.2,03:33.6,12610,12813,put-on,1,lid,11,['lid'],[11],,,,,,,,
26690,P22,P22_11,flip coffee grinder,03:33.7,03:35.3,12822,12917,flip,32,grinder:coffee,163,['grinder:coffee'],[163],,,,,,,,
26691,P22,P22_11,push button,03:38.1,03:41.3,13083,13275,push,23,button,176,['button'],[176],,,,,,,,
26692,P22,P22_11,open lid,03:40.3,03:42.0,13217,13320,open,2,lid,11,['lid'],[11],,,,,,,,
26693,P22,P22_11,open drawer,03:43.0,03:44.1,13378,13445,open,2,drawer,9,['drawer'],[9],,,,,,,,
26694,P22,P22_11,grab teaspoon,03:44.6,03:46.2,13473,13569,grab,0,teaspoon,7,['teaspoon'],[7],,,,,,,,
26695,P22,P22_11,close drawer,03:46.3,03:47.0,13575,13618,close,3,drawer,9,['drawer'],[9],,,,,,,,
26696,P22,P22_11,put down lid,03:47.6,03:49.1,13658,13744,put-down,1,lid,11,['lid'],[11],,,,,,,,
26697,P22,P22_11,remove coffee,03:48.9,03:55.5,13733,14132,remove,10,coffee,58,['coffee'],[58],,,,,,,,
26698,P22,P22_11,put down teaspoon,03:55.9,03:57.3,14153,14235,put-down,1,teaspoon,7,['teaspoon'],[7],,,,,,,,
26699,P22,P22_11,grab lid,03:56.2,03:56.9,14170,14211,grab,0,lid,11,['lid'],[11],,,,,,,,
26700,P22,P22_11,put on lid,03:56.8,03:58.5,14211,14311,put-on,1,lid,11,['lid'],[11],,,,,,,,
26701,P22,P22_11,flip coffee grinder,03:58.6,03:59.9,14317,14392,flip,32,grinder:coffee,163,['grinder:coffee'],[163],,,,,,,,
26702,P22,P22_11,push button,03:59.3,04:01.1,14358,14463,push,23,button,176,['button'],[176],,,,,,,,
26703,P22,P22_11,remove lid,04:02.0,04:04.5,14520,14672,remove,10,lid,11,['lid'],[11],,,,,,,,
26704,P22,P22_11,put down coffee grinder,04:04.6,04:06.0,14676,14759,put-down,1,grinder:coffee,163,['grinder:coffee'],[163],,,,,,,,
26705,P22,P22_11,pour coffee,04:05.7,04:06.5,14739,14788,pour,7,coffee,58,['coffee'],[58],,,,,,,,
26706,P22,P22_11,put on lid,04:06.6,04:09.3,14794,14961,put-on,1,lid,11,['lid'],[11],,,,,,,,
26707,P22,P22_11,pick up filter,04:11.8,04:12.8,15110,15170,pick-up,0,filter,59,['filter'],[59],,,,,,,,
26708,P22,P22_11,shake filter,04:13.1,04:14.6,15185,15276,shake,14,filter,59,['filter'],[59],,,,,,,,
26709,P22,P22_11,insert filter,04:14.7,04:16.5,15282,15391,insert,22,filter,59,['filter'],[59],,,,,,,,
26710,P22,P22_11,pick up measure,04:18.2,04:20.1,15493,15606,pick-up,0,measure,7,['measure'],[7],,,,,,,,
26711,P22,P22_11,insert measure,04:18.9,04:20.8,15531,15645,insert,22,measure,7,['measure'],[7],,,,,,,,
26712,P22,P22_11,close jar,04:20.8,04:22.2,15651,15733,close,3,jar,60,['jar'],[60],,,,,,,,
26713,P22,P22_11,open cabinet,04:22.3,04:23.1,15737,15787,open,2,cabinet,8,['cabinet'],[8],,,,,,,,
26714,P22,P22_11,place jar,04:23.6,04:24.8,15818,15886,place,1,jar,60,['jar'],[60],,,,,,,,
26715,P22,P22_11,pick up jar,04:24.6,04:25.3,15877,15921,pick-up,0,jar,60,['jar'],[60],,,,,,,,
26716,P22,P22_11,close jar,04:25.4,04:27.1,15924,16026,close,3,jar,60,['jar'],[60],,,,,,,,
26717,P22,P22_11,pick up teaspoon,04:26.9,04:28.3,16012,16098,pick-up,0,teaspoon,7,['teaspoon'],[7],,,,,,,,
26718,P22,P22_11,pick up jar,04:27.9,04:29.3,16074,16160,pick-up,0,jar,60,['jar'],[60],,,,,,,,
26719,P22,P22_11,place jar,04:30.0,04:30.7,16197,16242,place,1,jar,60,['jar'],[60],,,,,,,,
26720,P22,P22_11,place jar,04:31.6,04:32.6,16293,16353,place,1,jar,60,['jar'],[60],,,,,,,,
26721,P22,P22_11,place teaspoon,04:31.6,04:33.0,16296,16381,place,1,teaspoon,7,['teaspoon'],[7],,,,,,,,
26722,P22,P22_11,pick up carafe,04:35.2,04:37.1,16512,16624,pick-up,0,carafe,105,['carafe'],[105],,,,,,,,
26723,P22,P22_11,open carafe,04:36.7,04:38.0,16600,16678,open,2,carafe,105,['carafe'],[105],,,,,,,,
26724,P22,P22_11,pick up water,04:39.0,04:40.4,16737,16825,pick-up,0,water,17,['water'],[17],,,,,,,,
26725,P22,P22_11,open water,04:40.8,04:41.5,16848,16891,open,2,water,17,['water'],[17],,,,,,,,
26726,P22,P22_11,pour water,04:41.5,04:49.9,16890,17394,pour,7,water,17,['water'],[17],,,,,,,,
26727,P22,P22_11,close water,04:49.5,04:51.9,17370,17515,close,3,water,17,['water'],[17],,,,,,,,
26728,P22,P22_11,put down water,04:51.8,04:52.9,17511,17574,put-down,1,water,17,['water'],[17],,,,,,,,
26729,P22,P22_11,close carafe,04:53.5,04:54.3,17611,17655,close,3,carafe,105,['carafe'],[105],,,,,,,,
26730,P22,P22_11,pour water,04:55.9,05:01.9,17753,18113,pour,7,water,17,['water'],[17],,,,,,,,
26731,P22,P22_11,insert carafe,05:02.6,05:06.2,18154,18374,insert,22,carafe,105,['carafe'],[105],,,,,,,,
26732,P22,P22_11,close coffee maker,05:07.2,05:08.8,18433,18528,close,3,maker:coffee,126,['maker:coffee'],[126],,,,,,,,
26733,P22,P22_11,push button,05:09.6,05:10.7,18573,18642,push,23,button,176,['button'],[176],,,,,,,,
26734,P22,P22_11,push button,05:09.9,05:10.5,18591,18627,push,23,button,176,['button'],[176],,,,,,,,
26735,P22,P22_11,open tap,05:15.2,05:16.4,18911,18984,open,2,tap,3,['tap'],[3],,,,,,,,
26736,P22,P22_11,rinse sponge,05:17.0,05:18.6,19022,19117,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
26737,P22,P22_11,put on soap,05:18.5,05:20.2,19108,19212,put-on,1,soap,98,['soap'],[98],,,,,,,,
26738,P22,P22_11,rinse sponge,05:20.3,05:21.5,19218,19291,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
26739,P22,P22_11,close tap,05:21.5,05:22.3,19291,19338,close,3,tap,3,['tap'],[3],,,,,,,,
26740,P22,P22_11,pick up glass,05:22.1,05:23.0,19328,19377,pick-up,0,glass,16,['glass'],[16],,,,,,,,
26741,P22,P22_11,lather glass,05:23.1,05:25.2,19383,19509,lather,4,glass,16,['glass'],[16],,,,,,,,
26742,P22,P22_11,put down glass,05:25.3,05:25.8,19515,19548,put-down,1,glass,16,['glass'],[16],,,,,,,,
26743,P22,P22_11,open lid,05:25.9,05:26.7,19554,19602,open,2,lid,11,['lid'],[11],,,,,,,,
26744,P22,P22_11,rinse jar,05:27.5,05:30.3,19651,19818,rinse,4,jar,60,['jar'],[60],,,,,,,,
26745,P22,P22_11,shake jar,05:30.4,05:31.3,19822,19878,shake,14,jar,60,['jar'],[60],,,,,,,,
26746,P22,P22_11,empty jar,05:31.4,05:33.0,19884,19978,empty,18,jar,60,['jar'],[60],,,,,,,,
26747,P22,P22_11,rinse jar,05:31.6,05:33.0,19897,19980,rinse,4,jar,60,['jar'],[60],,,,,,,,
26748,P22,P22_11,fill jar,05:33.1,05:34.3,19986,20056,fill,24,jar,60,['jar'],[60],,,,,,,,
26749,P22,P22_11,rinse lid,05:34.4,05:35.8,20062,20147,rinse,4,lid,11,['lid'],[11],,,,,,,,
26750,P22,P22_11,close tap,05:35.9,05:36.4,20152,20185,close,3,tap,3,['tap'],[3],,,,,,,,
26751,P22,P22_11,lather lid,05:36.7,05:40.4,20204,20422,lather,4,lid,11,['lid'],[11],,,,,,,,
26752,P22,P22_11,put down lid,05:40.6,05:41.4,20434,20482,put-down,1,lid,11,['lid'],[11],,,,,,,,
26753,P22,P22_11,rinse jar,05:41.3,05:42.3,20479,20540,rinse,4,jar,60,['jar'],[60],,,,,,,,
26754,P22,P22_11,lather jar,05:42.4,05:51.9,20546,21111,lather,4,jar,60,['jar'],[60],,,,,,,,
26755,P22,P22_11,put down jar,05:52.0,05:52.6,21117,21154,put-down,1,jar,60,['jar'],[60],,,,,,,,
26756,P22,P22_11,pick up teaspoon,05:52.6,05:53.5,21153,21211,pick-up,0,teaspoon,7,['teaspoon'],[7],,,,,,,,
26757,P22,P22_11,lather teaspoon,05:52.8,05:55.2,21168,21309,lather,4,teaspoon,7,['teaspoon'],[7],,,,,,,,
26758,P22,P22_11,open tap,05:55.3,05:56.1,21315,21363,open,2,tap,3,['tap'],[3],,,,,,,,
26759,P22,P22_11,rinse teaspoon,05:55.8,06:00.4,21349,21623,rinse,4,teaspoon,7,['teaspoon'],[7],,,,,,,,
26760,P22,P22_11,put down teaspoon,06:01.7,06:03.8,21702,21829,put-down,1,teaspoon,7,['teaspoon'],[7],,,,,,,,
26761,P22,P22_11,rinse glass,06:03.6,06:05.9,21813,21951,rinse,4,glass,16,['glass'],[16],,,,,,,,
26762,P22,P22_11,shake glass,06:05.3,06:06.6,21919,21994,shake,14,glass,16,['glass'],[16],,,,,,,,
26763,P22,P22_11,rinse glass,06:07.4,06:09.1,22044,22144,rinse,4,glass,16,['glass'],[16],,,,,,,,
26764,P22,P22_11,shake jar,06:08.5,06:18.8,22109,22728,shake,14,jar,60,['jar'],[60],,,,,,,,
26765,P22,P22_11,put down glass,06:12.7,06:13.6,22361,22413,put-down,1,glass,16,['glass'],[16],,,,,,,,
26766,P22,P22_11,rinse jar,06:14.2,06:16.3,22449,22575,rinse,4,jar,60,['jar'],[60],,,,,,,,
26767,P22,P22_11,fill jar,06:16.5,06:18.9,22591,22735,fill,24,jar,60,['jar'],[60],,,,,,,,
26768,P22,P22_11,empty jar,06:19.3,06:19.8,22757,22787,empty,18,jar,60,['jar'],[60],,,,,,,,
26769,P22,P22_11,fill jar,06:20.2,06:23.9,22813,23035,fill,24,jar,60,['jar'],[60],,,,,,,,
26770,P22,P22_11,shake can,06:24.0,06:24.9,23040,23094,shake,14,can,87,['can'],[87],,,,,,,,
26771,P22,P22_11,empty can,06:24.8,06:25.4,23085,23123,empty,18,can,87,['can'],[87],,,,,,,,
26772,P22,P22_11,fill up can,06:26.0,06:27.6,23160,23256,fill-up,24,can,87,['can'],[87],,,,,,,,
26773,P22,P22_11,empty can,06:28.0,06:28.5,23277,23307,empty,18,can,87,['can'],[87],,,,,,,,
26774,P22,P22_11,put can,06:28.6,06:29.6,23313,23373,put,1,can,87,['can'],[87],,,,,,,,
26775,P22,P22_11,pick up lid,06:29.2,06:31.9,23353,23512,pick-up,0,lid,11,['lid'],[11],,,,,,,,
26776,P22,P22_11,rinse lid,06:31.8,06:37.7,23509,23864,rinse,4,lid,11,['lid'],[11],,,,,,,,
26777,P22,P22_11,put lid,06:37.8,06:39.0,23865,23940,put,1,lid,11,['lid'],[11],,,,,,,,
26778,P22,P22_11,close tap,06:39.0,06:40.0,23941,24000,close,3,tap,3,['tap'],[3],,,,,,,,
26779,P22,P22_11,rinse sponge,06:39.7,06:42.3,23982,24138,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
26780,P22,P22_11,rinse hands,06:42.3,06:44.5,24138,24273,rinse,4,hand,12,['hand'],[12],,,,,,,,
26781,P22,P22_11,close tap,06:44.6,06:45.2,24278,24312,close,3,tap,3,['tap'],[3],,,,,,,,
26782,P22,P22_11,shake hands,06:45.3,06:46.3,24315,24378,shake,14,hand,12,['hand'],[12],,,,,,,,
26783,P22,P22_11,dry hands,06:46.4,06:50.3,24381,24621,dry,11,hand,12,['hand'],[12],,,,,,,,
26784,P22,P22_11,put cloth rag,06:49.9,06:52.2,24595,24732,put,1,rag:cloth,32,['rag:cloth'],[32],,,,,,,,
26785,P22,P22_11,pick up saucer,06:52.6,06:59.8,24755,25188,pick-up,0,saucer,4,['saucer'],[4],,,,,,,,
26786,P22,P22_11,close cupboard,06:59.9,07:01.1,25194,25269,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
26787,P22,P22_12,open fridge,00:03.5,00:04.8,212,289,open,2,fridge,10,['fridge'],[10],,,,,,,,
26788,P22,P22_12,open locker,00:05.0,00:06.2,300,372,open,2,locker,8,['locker'],[8],,,,,,,,
26789,P22,P22_12,open fridge,00:06.3,00:07.6,378,459,open,2,fridge,10,['fridge'],[10],,,,,,,,
26790,P22,P22_12,take peaches,00:12.8,00:19.2,767,1153,take,0,peach,67,['peach'],[67],,,,,,,,
26791,P22,P22_12,take peaches,00:13.3,00:13.9,796,833,take,0,peach,67,['peach'],[67],,,,,,,,
26792,P22,P22_12,put basket,00:19.4,00:20.1,1166,1209,put,1,basket,125,['basket'],[125],,,,,,,,
26793,P22,P22_12,put peaches,00:20.0,00:20.6,1200,1234,put,1,peach,67,['peach'],[67],,,,,,,,
26794,P22,P22_12,take banana,00:23.6,00:26.5,1414,1589,take,0,banana,120,['banana'],[120],,,,,,,,
26795,P22,P22_12,move basket,00:26.5,00:27.2,1590,1632,move,9,basket,125,['basket'],[125],,,,,,,,
26796,P22,P22_12,close fridge,00:27.6,00:30.6,1654,1834,close,3,fridge,10,['fridge'],[10],,,,,,,,
26797,P22,P22_12,close fridge,00:29.7,00:30.7,1784,1844,close,3,fridge,10,['fridge'],[10],,,,,,,,
26798,P22,P22_12,put banana,00:34.2,00:35.4,2051,2122,put,1,banana,120,['banana'],[120],,,,,,,,
26799,P22,P22_12,open tap,00:36.2,00:37.3,2174,2239,open,2,tap,3,['tap'],[3],,,,,,,,
26800,P22,P22_12,rinse peach,00:37.4,00:48.8,2241,2925,rinse,4,peach,67,['peach'],[67],,,,,,,,
26801,P22,P22_12,rinse peach,00:43.5,00:48.7,2610,2923,rinse,4,peach,67,['peach'],[67],,,,,,,,
26802,P22,P22_12,close tap,00:48.8,00:49.6,2928,2976,close,3,tap,3,['tap'],[3],,,,,,,,
26803,P22,P22_12,rinse peach,00:52.4,00:54.0,3144,3242,rinse,4,peach,67,['peach'],[67],,,,,,,,
26804,P22,P22_12,close tap,00:54.1,00:54.8,3248,3287,close,3,tap,3,['tap'],[3],,,,,,,,
26805,P22,P22_12,put down peaches,00:56.9,00:57.6,3412,3456,put-down,1,peach,67,['peach'],[67],,,,,,,,
26806,P22,P22_12,dry hands,00:58.3,01:01.4,3498,3686,dry,11,hand,12,['hand'],[12],,,,,,,,
26807,P22,P22_12,put down cloth,01:01.0,01:02.5,3659,3749,put-down,1,cloth,32,['cloth'],[32],,,,,,,,
26808,P22,P22_12,open drawer,01:02.5,01:03.6,3751,3817,open,2,drawer,9,['drawer'],[9],,,,,,,,
26809,P22,P22_12,pick up potato peeler,01:03.7,01:04.6,3822,3874,pick-up,0,peeler:potato,86,['peeler:potato'],[86],,,,,,,,
26810,P22,P22_12,peel peach,01:07.1,01:12.1,4024,4325,peel,16,peach,67,['peach'],[67],,,,,,,,
26811,P22,P22_12,peel peach,01:07.1,01:13.1,4025,4385,peel,16,peach,67,['peach'],[67],,,,,,,,
26812,P22,P22_12,peel peach,01:07.1,01:13.1,4025,4385,peel,16,peach,67,['peach'],[67],,,,,,,,
26813,P22,P22_12,peel peach,01:14.9,01:49.9,4496,6596,peel,16,peach,67,['peach'],[67],,,,,,,,
26814,P22,P22_12,put down down peach,01:51.4,01:52.7,6681,6764,put-down,1,peach,67,['peach'],[67],,,,,,,,
26815,P22,P22_12,put down down potato peeler,01:52.2,01:53.2,6732,6792,put-down,1,peeler:potato,86,['peeler:potato'],[86],,,,,,,,
26816,P22,P22_12,grab rinds,01:53.1,01:58.1,6784,7083,grab,0,rind,68,['rind'],[68],,,,,,,,
26817,P22,P22_12,collect rinds,01:53.2,01:58.1,6793,7083,collect,66,rind,68,['rind'],[68],,,,,,,,
26818,P22,P22_12,open basket,02:00.5,02:01.5,7228,7288,open,2,basket,125,['basket'],[125],,,,,,,,
26819,P22,P22_12,toss rinds,02:01.6,02:02.5,7294,7348,toss,8,rind,68,['rind'],[68],,,,,,,,
26820,P22,P22_12,close basket,02:02.3,02:03.1,7336,7387,close,3,basket,125,['basket'],[125],,,,,,,,
26821,P22,P22_12,grab potato peeler,02:04.6,02:05.3,7475,7520,grab,0,peeler:potato,86,['peeler:potato'],[86],,,,,,,,
26822,P22,P22_12,grab peach,02:05.4,02:09.2,7526,7751,grab,0,peach,67,['peach'],[67],,,,,,,,
26823,P22,P22_12,peel peach,02:08.0,02:13.1,7681,7986,peel,16,peach,67,['peach'],[67],,,,,,,,
26824,P22,P22_12,peel peach,02:12.2,02:20.1,7934,8406,peel,16,peach,67,['peach'],[67],,,,,,,,
26825,P22,P22_12,peel peach,02:13.5,02:19.0,8009,8339,peel,16,peach,67,['peach'],[67],,,,,,,,
26826,P22,P22_12,peel peach,02:18.9,02:30.8,8334,9047,peel,16,peach,67,['peach'],[67],,,,,,,,
26827,P22,P22_12,peel peach,02:19.1,02:30.0,8345,8999,peel,16,peach,67,['peach'],[67],,,,,,,,
26828,P22,P22_12,peel peach,02:30.9,02:48.4,9054,10104,peel,16,peach,67,['peach'],[67],,,,,,,,
26829,P22,P22_12,put down peach,02:48.5,02:50.3,10110,10219,put-down,1,peach,67,['peach'],[67],,,,,,,,
26830,P22,P22_12,put down peeler,02:50.0,02:51.1,10201,10267,put-down,1,peeler,86,['peeler'],[86],,,,,,,,
26831,P22,P22_12,gather skins,02:51.1,02:55.1,10267,10503,gather,66,skin,68,['skin'],[68],,,,,,,,
26832,P22,P22_12,open bin,02:56.9,02:58.0,10614,10680,open,2,bin,25,['bin'],[25],,,,,,,,
26833,P22,P22_12,throw skins,02:57.7,02:58.4,10662,10701,throw,8,skin,68,['skin'],[68],,,,,,,,
26834,P22,P22_12,close bin,02:58.5,02:59.3,10707,10760,close,3,bin,25,['bin'],[25],,,,,,,,
26835,P22,P22_12,turn on tap,02:59.2,03:00.1,10752,10807,turn-on,12,tap,3,['tap'],[3],,,,,,,,
26836,P22,P22_12,rinse hands,02:59.5,03:01.1,10771,10866,rinse,4,hand,12,['hand'],[12],,,,,,,,
26837,P22,P22_12,turn off tap,03:01.5,03:02.3,10887,10935,turn-off,15,tap,3,['tap'],[3],,,,,,,,
26838,P22,P22_12,shake hands,03:02.2,03:03.0,10935,10983,shake,14,hand,12,['hand'],[12],,,,,,,,
26839,P22,P22_12,dry hands,03:03.1,03:05.9,10984,11151,dry,11,hand,12,['hand'],[12],,,,,,,,
26840,P22,P22_12,put down cloth,03:06.4,03:07.7,11185,11261,put-down,1,cloth,32,['cloth'],[32],,,,,,,,
26841,P22,P22_12,open drawer,03:07.8,03:10.3,11267,11419,open,2,drawer,9,['drawer'],[9],,,,,,,,
26842,P22,P22_12,take knife,03:10.0,03:10.7,11401,11444,take,0,knife,5,['knife'],[5],,,,,,,,
26843,P22,P22_12,close drawer,03:10.8,03:11.7,11450,11504,close,3,drawer,9,['drawer'],[9],,,,,,,,
26844,P22,P22_12,cut peach,03:11.8,03:14.7,11511,11680,cut,5,peach,67,['peach'],[67],,,,,,,,
26845,P22,P22_12,take peach,03:12.0,03:12.9,11517,11572,take,0,peach,67,['peach'],[67],,,,,,,,
26846,P22,P22_12,cut peach,03:12.1,03:23.9,11525,12234,cut,5,peach,67,['peach'],[67],,,,,,,,
26847,P22,P22_12,remove slice,03:19.3,03:20.6,11956,12034,remove,10,peach,67,['peach'],[67],,,,,,,,
26848,P22,P22_12,put down slice,03:20.3,03:20.9,12015,12052,put-down,1,peach,67,['peach'],[67],,,,,,,,
26849,P22,P22_12,remove slice,03:21.2,03:23.3,12073,12198,remove,10,peach,67,['peach'],[67],,,,,,,,
26850,P22,P22_12,put down slice,03:22.8,03:24.3,12165,12255,put-down,1,peach,67,['peach'],[67],,,,,,,,
26851,P22,P22_12,cut peach,03:24.2,03:25.3,12255,12315,cut,5,peach,67,['peach'],[67],,,,,,,,
26852,P22,P22_12,remove slice,03:25.3,03:26.6,12319,12396,remove,10,peach,67,['peach'],[67],,,,,,,,
26853,P22,P22_12,put down slice,03:26.4,03:27.2,12382,12432,put-down,1,peach,67,['peach'],[67],,,,,,,,
26854,P22,P22_12,cut peach,03:27.3,03:28.5,12436,12513,cut,5,peach,67,['peach'],[67],,,,,,,,
26855,P22,P22_12,remove slice,03:28.6,03:31.2,12519,12669,remove,10,peach,67,['peach'],[67],,,,,,,,
26856,P22,P22_12,remove skin,03:32.0,03:34.1,12721,12847,remove,10,skin,68,['skin'],[68],,,,,,,,
26857,P22,P22_12,put down slice,03:33.9,03:35.1,12831,12904,put-down,1,skin,68,['skin'],[68],,,,,,,,
26858,P22,P22_12,cut peach,03:35.2,03:39.5,12910,13168,cut,5,peach,67,['peach'],[67],,,,,,,,
26859,P22,P22_12,remove slice,03:38.8,03:40.3,13129,13217,remove,10,peach,67,['peach'],[67],,,,,,,,
26860,P22,P22_12,remove skin,03:40.7,03:41.9,13239,13314,remove,10,skin,68,['skin'],[68],,,,,,,,
26861,P22,P22_12,put down slice,03:42.2,03:44.1,13329,13444,put-down,1,skin,68,['skin'],[68],,,,,,,,
26862,P22,P22_12,cut peach,03:43.0,03:47.3,13378,13638,cut,5,peach,67,['peach'],[67],,,,,,,,
26863,P22,P22_12,cut peach,03:44.3,03:47.0,13461,13618,cut,5,peach,67,['peach'],[67],,,,,,,,
26864,P22,P22_12,remove slice,03:47.1,03:48.1,13624,13686,remove,10,peach,67,['peach'],[67],,,,,,,,
26865,P22,P22_12,remove slice,03:47.2,03:49.2,13630,13753,remove,10,peach,67,['peach'],[67],,,,,,,,
26866,P22,P22_12,put down slice,03:48.6,03:50.6,13719,13837,put-down,1,peach,67,['peach'],[67],,,,,,,,
26867,P22,P22_12,put down slice,03:49.3,03:50.3,13761,13820,put-down,1,peach,67,['peach'],[67],,,,,,,,
26868,P22,P22_12,remove skin,03:57.6,03:59.4,14257,14361,remove,10,skin,68,['skin'],[68],,,,,,,,
26869,P22,P22_12,cut skin,03:57.9,03:59.2,14272,14351,cut,5,skin,68,['skin'],[68],,,,,,,,
26870,P22,P22_12,put down slice,03:59.0,04:01.8,14338,14507,put-down,1,skin,68,['skin'],[68],,,,,,,,
26871,P22,P22_12,remove seed,04:01.4,04:03.6,14485,14615,remove,10,seed,229,['seed'],[229],,,,,,,,
26872,P22,P22_12,put down seed,04:03.5,04:04.3,14611,14661,put-down,1,seed,229,['seed'],[229],,,,,,,,
26873,P22,P22_12,remove skin,04:04.5,04:05.6,14667,14736,remove,10,skin,68,['skin'],[68],,,,,,,,
26874,P22,P22_12,put down slice,04:05.7,04:06.7,14741,14799,put-down,1,skin,68,['skin'],[68],,,,,,,,
26875,P22,P22_12,grab peach,04:06.3,04:07.4,14778,14842,grab,0,peach,67,['peach'],[67],,,,,,,,
26876,P22,P22_12,cut peach,04:06.9,04:11.8,14815,15108,cut,5,peach,67,['peach'],[67],,,,,,,,
26877,P22,P22_12,cut peach,04:11.9,04:14.4,15112,15261,cut,5,peach,67,['peach'],[67],,,,,,,,
26878,P22,P22_12,remove slice,04:13.3,04:16.4,15200,15383,remove,10,peach,67,['peach'],[67],,,,,,,,
26879,P22,P22_12,put slice,04:16.5,04:17.2,15390,15433,put,1,peach,67,['peach'],[67],,,,,,,,
26880,P22,P22_12,cut peach,04:17.3,04:18.9,15439,15531,cut,5,peach,67,['peach'],[67],,,,,,,,
26881,P22,P22_12,remove slice,04:19.0,04:19.7,15537,15582,remove,10,peach,67,['peach'],[67],,,,,,,,
26882,P22,P22_12,put slice,04:19.7,04:20.6,15585,15633,put,1,peach,67,['peach'],[67],,,,,,,,
26883,P22,P22_12,cut peach,04:20.5,04:23.1,15632,15786,cut,5,peach,67,['peach'],[67],,,,,,,,
26884,P22,P22_12,remove slice,04:23.1,04:24.3,15784,15860,remove,10,peach,67,['peach'],[67],,,,,,,,
26885,P22,P22_12,put slice,04:24.3,04:25.2,15856,15915,put,1,peach,67,['peach'],[67],,,,,,,,
26886,P22,P22_12,cut peach,04:25.3,04:26.8,15919,16009,cut,5,peach,67,['peach'],[67],,,,,,,,
26887,P22,P22_12,remove slice,04:26.9,04:28.2,16015,16090,remove,10,peach,67,['peach'],[67],,,,,,,,
26888,P22,P22_12,put slice,04:28.3,04:29.0,16096,16141,put,1,peach,67,['peach'],[67],,,,,,,,
26889,P22,P22_12,cut peach,04:29.1,04:33.4,16147,16402,cut,5,peach,67,['peach'],[67],,,,,,,,
26890,P22,P22_12,remove slice,04:33.5,04:34.2,16408,16453,remove,10,peach,67,['peach'],[67],,,,,,,,
26891,P22,P22_12,put slice,04:34.3,04:35.3,16459,16519,put,1,peach,67,['peach'],[67],,,,,,,,
26892,P22,P22_12,cut peach,04:35.4,04:37.4,16525,16645,cut,5,peach,67,['peach'],[67],,,,,,,,
26893,P22,P22_12,cut peach,04:36.6,04:42.6,16593,16957,cut,5,peach,67,['peach'],[67],,,,,,,,
26894,P22,P22_12,cut peach,04:40.4,04:43.3,16825,16998,cut,5,peach,67,['peach'],[67],,,,,,,,
26895,P22,P22_12,remove slice,04:43.1,04:43.9,16989,17034,remove,10,peach,67,['peach'],[67],,,,,,,,
26896,P22,P22_12,remove slice,04:43.4,04:44.3,17003,17059,remove,10,peach,67,['peach'],[67],,,,,,,,
26897,P22,P22_12,put slice,04:44.0,04:44.7,17040,17085,put,1,peach,67,['peach'],[67],,,,,,,,
26898,P22,P22_12,put slice,04:47.2,04:48.2,17229,17290,put,1,peach,67,['peach'],[67],,,,,,,,
26899,P22,P22_12,cut peach,04:48.1,04:49.4,17284,17365,cut,5,peach,67,['peach'],[67],,,,,,,,
26900,P22,P22_12,remove slice,04:49.5,04:50.4,17371,17424,remove,10,peach,67,['peach'],[67],,,,,,,,
26901,P22,P22_12,put down down slice,04:50.5,04:54.0,17430,17637,put-down,1,peach,67,['peach'],[67],,,,,,,,
26902,P22,P22_12,remove core,04:54.8,04:57.4,17687,17843,remove,10,peach,67,['peach'],[67],,,,,,,,
26903,P22,P22_12,put down down peach,04:57.1,04:57.7,17829,17861,put-down,1,peach,67,['peach'],[67],,,,,,,,
26904,P22,P22_12,grab rinds,04:57.7,05:00.2,17861,18012,grab,0,rind,68,['rind'],[68],,,,,,,,
26905,P22,P22_12,grab rinds,04:58.4,05:02.3,17907,18137,grab,0,rind,68,['rind'],[68],,,,,,,,
26906,P22,P22_12,put down down knife,05:00.1,05:00.9,18007,18055,put-down,1,knife,5,['knife'],[5],,,,,,,,
26907,P22,P22_12,clean potato peeler,05:03.4,05:04.8,18206,18286,clean,4,peeler:potato,86,['peeler:potato'],[86],,,,,,,,
26908,P22,P22_12,put down down potato peeler,05:04.8,05:05.7,18289,18345,put-down,1,peeler:potato,86,['peeler:potato'],[86],,,,,,,,
26909,P22,P22_12,open basket,05:06.8,05:08.2,18407,18489,open,2,basket,125,['basket'],[125],,,,,,,,
