ID,sequence_long,start_positions,coordinates
P09_106,"['plate', 'spoon', 'pot', 'rice', 'lid', 'juice', 'cup', 'fork', 'food']","{'plate': [], 'spoon': [], 'pot': [], 'rice': [], 'lid': [], 'juice': [], 'cup': [], 'fork': [], 'food': [1, 1, 3]}","{'plate': [], 'spoon': [], 'pot': [], 'rice': [], 'lid': [], 'juice': [], 'cup': [], 'fork': [], 'food': [1, 1, 3]}"
P11_101,"['pot', 'machine:sous:vide', 'salmon', 'jug:measuring', 'packaging']","{'pot': [], 'machine:sous:vide': [], 'salmon': [], 'jug:measuring': [], 'packaging': []}","{'pot': [], 'machine:sous:vide': [], 'salmon': [], 'jug:measuring': [], 'packaging': []}"
P11_102,"['pot', 'kettle', 'leek', 'kale', 'board:chopping', 'knife', 'sharpener:knife', 'lid', 'skin:leaf', 'cylinder:measuring']","{'pot': [], 'kettle': [], 'leek': [], 'kale': [], 'board:chopping': [], 'knife': [], 'sharpener:knife': [], 'lid': [], 'skin:leaf': [], 'cylinder:measuring': []}","{'pot': [], 'kettle': [], 'leek': [], 'kale': [], 'board:chopping': [], 'knife': [], 'sharpener:knife': [], 'lid': [], 'skin:leaf': [], 'cylinder:measuring': []}"
P11_103,"['lid', 'knife', 'board:chopping', 'kale', 'block:chopping', 'bowl', 'packaging', 'fork', 'sponge', 'pan', 'rag:dish']","{'lid': [], 'knife': [], 'board:chopping': [], 'kale': [], 'block:chopping': [], 'bowl': [], 'packaging': [], 'fork': [], 'sponge': [], 'pan': [], 'rag:dish': []}","{'lid': [], 'knife': [], 'board:chopping': [], 'kale': [], 'block:chopping': [], 'bowl': [], 'packaging': [], 'fork': [], 'sponge': [], 'pan': [], 'rag:dish': []}"
P11_104,"['colander', 'lid', 'pot', 'kale', 'sponge', 'salmon', 'oil:olive', 'bowl', 'spatula', 'skin:fish', 'brush', 'pan', 'fork', 'sauce:black:bean', 'sauce:soy', 'towel:paper', 'vegetable', 'rubbish', 'spoon']","{'colander': [], 'lid': [], 'pot': [], 'kale': [], 'sponge': [], 'salmon': [], 'oil:olive': [], 'bowl': [], 'spatula': [], 'skin:fish': [2, 3, 2], 'brush': [], 'pan': [], 'fork': [], 'sauce:black:bean': [], 'sauce:soy': [], 'towel:paper': [], 'vegetable': [], 'rubbish': [], 'spoon': []}","{'colander': [], 'lid': [], 'pot': [], 'kale': [], 'sponge': [], 'salmon': [2, 3, 2], 'oil:olive': [], 'bowl': [], 'spatula': [], 'skin:fish': [2, 3, 2], 'brush': [], 'pan': [], 'fork': [], 'sauce:black:bean': [], 'sauce:soy': [], 'towel:paper': [], 'vegetable': [], 'rubbish': [], 'spoon': []}"
P11_105,"['pizza', 'tray:oven', 'box:pizza', 'knife', 'packaging:pizza', 'sharpener:knife', 'board:chopping', 'tomato', 'mushroom', 'onion', 'slicer']","{'pizza': [0, 3, 1], 'tray:oven': [], 'box:pizza': [], 'knife': [], 'packaging:pizza': [], 'sharpener:knife': [], 'board:chopping': [], 'tomato': [0, 3, 1], 'mushroom': [0, 3, 2], 'onion': [], 'slicer': []}","{'pizza': [0, 3, 3], 'tray:oven': [], 'box:pizza': [], 'knife': [], 'packaging:pizza': [], 'sharpener:knife': [], 'board:chopping': [], 'tomato': [0, 3, 3], 'mushroom': [0, 3, 3], 'onion': [], 'slicer': []}"
P11_107,"['plate', 'tray', 'scissors', 'fork', 'paper:tissue', 'pizza']","{'plate': [], 'tray': [2, 3, 1], 'scissors': [], 'fork': [], 'paper:tissue': [], 'pizza': []}","{'plate': [], 'tray': [2, 3, 1], 'scissors': [], 'fork': [], 'paper:tissue': [], 'pizza': []}"
P12_101,"['knife', 'trash', 'meat', 'onion', 'stock', 'cheese', 'saucepan', 'oil', 'salt', 'tea', 'spice', 'fork', 'box:meat', 'box', 'bin:trash', 'bag:plastic', 'cloth', 'lid:saucepan', 'spoon', 'container:salt', 'meat:minced', 'mug', 'container:spice', 'container:oil', 'container:pepper', 'plate', 'container:stock', 'box:stock:container', 'boiler:water', 'onion:chopped', 'grinder', 'pan:frying', 'grinder:cheese', 'soup', 'cheese:grated', 'cheese:cream', 'mozzarella', 'bag:mozzarella', 'container:cream:cheese', 'roll:paper', 'paper']","{'knife': [], 'trash': [], 'meat': [], 'onion': [], 'stock': [], 'cheese': [], 'saucepan': [], 'oil': [], 'salt': [], 'tea': [], 'spice': [], 'fork': [], 'box:meat': [], 'box': [], 'bin:trash': [], 'bag:plastic': [], 'cloth': [], 'lid:saucepan': [], 'spoon': [], 'container:salt': [], 'meat:minced': [], 'mug': [], 'container:spice': [], 'container:oil': [], 'container:pepper': [], 'plate': [], 'container:stock': [], 'box:stock:container': [], 'boiler:water': [], 'onion:chopped': [4, 5, 2], 'grinder': [], 'pan:frying': [], 'grinder:cheese': [], 'soup': [], 'cheese:grated': [4, 5, 2], 'cheese:cream': [], 'mozzarella': [], 'bag:mozzarella': [], 'container:cream:cheese': [], 'roll:paper': [], 'paper': []}","{'knife': [], 'trash': [], 'meat': [2, 6, 2], 'onion': [], 'stock': [], 'cheese': [], 'saucepan': [], 'oil': [], 'salt': [], 'tea': [], 'spice': [], 'fork': [], 'box:meat': [], 'box': [], 'bin:trash': [], 'bag:plastic': [], 'cloth': [], 'lid:saucepan': [], 'spoon': [], 'container:salt': [], 'meat:minced': [4, 6, 2], 'mug': [], 'container:spice': [], 'container:oil': [], 'container:pepper': [], 'plate': [], 'container:stock': [], 'box:stock:container': [], 'boiler:water': [], 'onion:chopped': [4, 6, 2], 'grinder': [], 'pan:frying': [], 'grinder:cheese': [], 'soup': [], 'cheese:grated': [4, 5, 2], 'cheese:cream': [], 'mozzarella': [], 'bag:mozzarella': [], 'container:cream:cheese': [], 'roll:paper': [], 'paper': []}"
P12_103,"['spoon', 'fork', 'trash', 'roll:paper', 'paper', 'jar:jam', 'jam', 'lid:jar', 'package:cracker', 'cracker', 'plate', 'piece:paper', 'cutlery', 'tomato', 'pan:frying', 'bowl:soup']","{'spoon': [], 'fork': [], 'trash': [], 'roll:paper': [], 'paper': [], 'jar:jam': [], 'jam': [], 'lid:jar': [], 'package:cracker': [], 'cracker': [], 'plate': [], 'piece:paper': [], 'cutlery': [], 'tomato': [], 'pan:frying': [], 'bowl:soup': []}","{'spoon': [], 'fork': [], 'trash': [], 'roll:paper': [], 'paper': [], 'jar:jam': [], 'jam': [], 'lid:jar': [], 'package:cracker': [], 'cracker': [], 'plate': [], 'piece:paper': [], 'cutlery': [], 'tomato': [], 'pan:frying': [], 'bowl:soup': []}"
P12_104,"['spoon', 'soup', 'fork', 'pan:frying', 'food', 'vegetable', 'tomato', 'spice', 'salt', 'spinach', 'stock', 'cracker', 'trash', 'board:cutting', 'roll:paper', 'paper', 'knife', 'grater', 'liquid:washing:up', 'brush:dish', 'cooker:water', 'bag:plastic', 'spoon:soup', 'cutlery', 'bowl', 'lid:saucepan', 'plate', 'paper:toilet', 'mug']","{'spoon': [], 'soup': [], 'fork': [], 'pan:frying': [], 'food': [], 'vegetable': [], 'tomato': [], 'spice': [], 'salt': [], 'spinach': [], 'stock': [], 'cracker': [], 'trash': [], 'board:cutting': [], 'roll:paper': [], 'paper': [], 'knife': [], 'grater': [], 'liquid:washing:up': [], 'brush:dish': [], 'cooker:water': [], 'bag:plastic': [], 'spoon:soup': [], 'cutlery': [], 'bowl': [], 'lid:saucepan': [], 'plate': [], 'paper:toilet': [], 'mug': []}","{'spoon': [], 'soup': [], 'fork': [], 'pan:frying': [], 'food': [], 'vegetable': [], 'tomato': [], 'spice': [], 'salt': [], 'spinach': [], 'stock': [], 'cracker': [], 'trash': [], 'board:cutting': [], 'roll:paper': [], 'paper': [], 'knife': [], 'grater': [], 'liquid:washing:up': [], 'brush:dish': [], 'cooker:water': [], 'bag:plastic': [], 'spoon:soup': [], 'cutlery': [], 'bowl': [], 'lid:saucepan': [], 'plate': [], 'paper:toilet': [], 'mug': []}"
P22_111,"['glass', 'cutlery', 'egg', 'tomato', 'jar', 'package', 'pan', 'lid', 'lighter', 'oil', 'can:tin', 'fork', 'spoon', 'bowl', 'shell:egg', 'cloth', 'salt', 'pepper', 'board:cutting', 'foil:aluminium', 'knife', 'caper', 'olive', 'clip', 'stone:olive', 'liquid:washing:up', 'spatula', 'sponge', 'mat:place', 'plate', 'bag', 'degreaser', 'paper', 'omelette']","{'glass': [], 'cutlery': [], 'egg': [], 'tomato': [], 'jar': [], 'package': [], 'pan': [], 'lid': [], 'lighter': [], 'oil': [], 'can:tin': [], 'fork': [], 'spoon': [], 'bowl': [], 'shell:egg': [], 'cloth': [], 'salt': [], 'pepper': [], 'board:cutting': [], 'foil:aluminium': [], 'knife': [], 'caper': [], 'olive': [], 'clip': [], 'stone:olive': [], 'liquid:washing:up': [], 'spatula': [], 'sponge': [], 'mat:place': [], 'plate': [], 'bag': [], 'degreaser': [], 'paper': [], 'omelette': []}","{'glass': [], 'cutlery': [], 'egg': [], 'tomato': [], 'jar': [], 'package': [], 'pan': [], 'lid': [], 'lighter': [], 'oil': [], 'can:tin': [], 'fork': [], 'spoon': [], 'bowl': [], 'shell:egg': [], 'cloth': [], 'salt': [], 'pepper': [], 'board:cutting': [], 'foil:aluminium': [], 'knife': [], 'caper': [], 'olive': [], 'clip': [], 'stone:olive': [], 'liquid:washing:up': [], 'spatula': [], 'sponge': [], 'mat:place': [], 'plate': [], 'bag': [], 'degreaser': [], 'paper': [], 'omelette': []}"
P22_112,"['spoon', 'courgette', 'lid', 'container', 'cutlery', 'board:cutting', 'bottle:water', 'glass', 'plate', 'mat:place', 'ladle', 'sponge', 'pan', 'cloth', 'wine', 'jar', 'salt', 'bowl']","{'spoon': [], 'courgette': [], 'lid': [], 'container': [], 'cutlery': [], 'board:cutting': [], 'bottle:water': [], 'glass': [], 'plate': [], 'mat:place': [], 'ladle': [], 'sponge': [], 'pan': [], 'cloth': [], 'wine': [], 'jar': [], 'salt': [], 'bowl': []}","{'spoon': [], 'courgette': [4, 2, 2], 'lid': [], 'container': [], 'cutlery': [], 'board:cutting': [], 'bottle:water': [], 'glass': [], 'plate': [], 'mat:place': [], 'ladle': [], 'sponge': [], 'pan': [], 'cloth': [], 'wine': [], 'jar': [], 'salt': [], 'bowl': []}"
P22_113,"['glass', 'cloth', 'plate', 'cutlery', 'lid', 'pot', 'rest:spoon', 'sponge', 'oil', 'bread', 'clip', 'egg', 'fork', 'spatula', 'salt', 'container', 'board:cutting', 'knife', 'cheese', 'pan', 'spoon', 'rice', 'bowl', 'coffee', 'holder:coffee', 'pod:coffee', 'cup', 'residue:food', 'teaspoon', 'mat:place', 'towel:tea']","{'glass': [], 'cloth': [], 'plate': [], 'cutlery': [], 'lid': [], 'pot': [], 'rest:spoon': [], 'sponge': [], 'oil': [], 'bread': [], 'clip': [], 'egg': [], 'fork': [], 'spatula': [], 'salt': [], 'container': [], 'board:cutting': [], 'knife': [], 'cheese': [], 'pan': [], 'spoon': [], 'rice': [], 'bowl': [], 'coffee': [], 'holder:coffee': [], 'pod:coffee': [], 'cup': [], 'residue:food': [], 'teaspoon': [], 'mat:place': [], 'towel:tea': []}","{'glass': [], 'cloth': [], 'plate': [], 'cutlery': [], 'lid': [], 'pot': [], 'rest:spoon': [], 'sponge': [], 'oil': [], 'bread': [], 'clip': [], 'egg': [], 'fork': [], 'spatula': [], 'salt': [], 'container': [], 'board:cutting': [], 'knife': [], 'cheese': [], 'pan': [], 'spoon': [], 'rice': [], 'bowl': [], 'coffee': [], 'holder:coffee': [], 'pod:coffee': [], 'cup': [], 'residue:food': [], 'teaspoon': [], 'mat:place': [], 'towel:tea': []}"
P22_117,"['pan', 'lid', 'plate', 'holder:coffee', 'filter', 'bowl', 'spatula', 'rest:spoon', 'ladle', 'cutlery', 'cloth', 'saucepan', 'container', 'bag', 'sponge', 'spoon', 'board:cutting', 'courgette', 'knife', 'peeler', 'skin:courgette', 'oil', 'onion', 'glass', 'jar', 'salt', 'paper', 'peel', 'scale', 'pepper', 'mat:place', 'fork', 'bottle']","{'pan': [], 'lid': [], 'plate': [], 'holder:coffee': [], 'filter': [], 'bowl': [], 'spatula': [], 'rest:spoon': [], 'ladle': [], 'cutlery': [], 'cloth': [], 'saucepan': [], 'container': [], 'bag': [], 'sponge': [], 'spoon': [], 'board:cutting': [], 'courgette': [], 'knife': [], 'peeler': [], 'skin:courgette': [], 'oil': [], 'onion': [], 'glass': [], 'jar': [], 'salt': [], 'paper': [], 'peel': [], 'scale': [], 'pepper': [], 'mat:place': [], 'fork': [], 'bottle': []}","{'pan': [], 'lid': [], 'plate': [], 'holder:coffee': [], 'filter': [], 'bowl': [], 'spatula': [], 'rest:spoon': [], 'ladle': [], 'cutlery': [], 'cloth': [], 'saucepan': [], 'container': [], 'bag': [], 'sponge': [], 'spoon': [], 'board:cutting': [], 'courgette': [], 'knife': [], 'peeler': [], 'skin:courgette': [], 'oil': [], 'onion': [], 'glass': [], 'jar': [], 'salt': [], 'paper': [], 'peel': [], 'scale': [], 'pepper': [], 'mat:place': [], 'fork': [], 'bottle': []}"
P23_101,"['pan', 'bowl', 'plate', 'packet', 'vegetable', 'finger:lady', 'knife', 'waste', 'pack', 'onion', 'bag', 'lighter', 'cover', 'chilli:green', 'oil', 'bottle', 'spoon', 'powder:turmeric', 'cap', 'jeera', 'seed:mustard', 'dal:chana', 'dal:urad', 'chilli:red', 'spice', 'brush', 'pack:tomato', 'salt']","{'pan': [], 'bowl': [], 'plate': [], 'packet': [], 'vegetable': [], 'finger:lady': [], 'knife': [], 'waste': [], 'pack': [], 'onion': [], 'bag': [], 'lighter': [], 'cover': [], 'chilli:green': [], 'oil': [], 'bottle': [], 'spoon': [], 'powder:turmeric': [], 'cap': [], 'jeera': [], 'seed:mustard': [], 'dal:chana': [2, 1, 2], 'dal:urad': [], 'chilli:red': [], 'spice': [], 'brush': [], 'pack:tomato': [], 'salt': []}","{'pan': [], 'bowl': [], 'plate': [], 'packet': [], 'vegetable': [], 'finger:lady': [], 'knife': [], 'waste': [], 'pack': [], 'onion': [], 'bag': [], 'lighter': [], 'cover': [], 'chilli:green': [], 'oil': [], 'bottle': [], 'spoon': [], 'powder:turmeric': [], 'cap': [], 'jeera': [], 'seed:mustard': [], 'dal:chana': [2, 2, 2], 'dal:urad': [], 'chilli:red': [], 'spice': [], 'brush': [], 'pack:tomato': [], 'salt': []}"
P23_102,"['glass', 'rice', 'water', 'bowl', 'bag', 'lentil', 'plate', 'pad', 'onion', 'mobile', 'knife', 'vegetable', 'lighter', 'chilli:green', 'waste', 'box', 'mango', 'spoon', 'cloth', 'garlic', 'bottle', 'salt', 'cap', 'packet', 'leaf:curry', 'chilli:red', 'powder:turmeric', 'pan', 'seed:cumin', 'seed:mustard', 'leaf', 'brush']","{'glass': [], 'rice': [], 'water': [], 'bowl': [], 'bag': [], 'lentil': [], 'plate': [], 'pad': [], 'onion': [], 'mobile': [], 'knife': [], 'vegetable': [], 'lighter': [], 'chilli:green': [], 'waste': [], 'box': [], 'mango': [], 'spoon': [], 'cloth': [], 'garlic': [], 'bottle': [], 'salt': [2, 2, 2], 'cap': [], 'packet': [], 'leaf:curry': [], 'chilli:red': [], 'powder:turmeric': [], 'pan': [2, 2, 2], 'seed:cumin': [], 'seed:mustard': [2, 2, 2], 'leaf': [2, 3, 2], 'brush': []}","{'glass': [], 'rice': [2, 1, 2], 'water': [], 'bowl': [], 'bag': [], 'lentil': [], 'plate': [], 'pad': [], 'onion': [], 'mobile': [], 'knife': [], 'vegetable': [], 'lighter': [], 'chilli:green': [], 'waste': [], 'box': [], 'mango': [], 'spoon': [], 'cloth': [], 'garlic': [], 'bottle': [], 'salt': [2, 1, 2], 'cap': [], 'packet': [], 'leaf:curry': [], 'chilli:red': [], 'powder:turmeric': [], 'pan': [2, 2, 2], 'seed:cumin': [], 'seed:mustard': [2, 2, 2], 'leaf': [2, 2, 2], 'brush': []}"
P25_101,"['lighter', 'oil', 'lid', 'plate', 'fork', 'meat', 'liquid:washing:up', 'paper', 'pan']","{'lighter': [], 'oil': [], 'lid': [], 'plate': [], 'fork': [], 'meat': [2, 1, 2], 'liquid:washing:up': [], 'paper': [], 'pan': []}","{'lighter': [], 'oil': [], 'lid': [], 'plate': [], 'fork': [], 'meat': [2, 1, 2], 'liquid:washing:up': [], 'paper': [], 'pan': []}"
P25_102,"['pan', 'lighter', 'meat', 'fork', 'knife', 'paper', 'jar', 'teaspoon', 'salt', 'plate', 'lid', 'liquid:washing:up', 'sponge', 'soap']","{'pan': [], 'lighter': [], 'meat': [], 'fork': [], 'knife': [], 'paper': [], 'jar': [], 'teaspoon': [], 'salt': [], 'plate': [], 'lid': [], 'liquid:washing:up': [], 'sponge': [], 'soap': []}","{'pan': [], 'lighter': [], 'meat': [1, 2, 1], 'fork': [], 'knife': [], 'paper': [], 'jar': [], 'teaspoon': [], 'salt': [], 'plate': [], 'lid': [], 'liquid:washing:up': [], 'sponge': [], 'soap': []}"
P25_103,"['pot', 'lid', 'paper', 'plate', 'fork', 'meat', 'spoon', 'jar', 'bottle', 'pan']","{'pot': [], 'lid': [], 'paper': [], 'plate': [], 'fork': [], 'meat': [2, 2, 2], 'spoon': [], 'jar': [], 'bottle': [], 'pan': []}","{'pot': [], 'lid': [], 'paper': [], 'plate': [], 'fork': [], 'meat': [2, 1, 2], 'spoon': [], 'jar': [], 'bottle': [], 'pan': []}"
P25_104,"['lighter', 'oil', 'lid', 'paper', 'spoon', 'knife', 'liquid:washing:up', 'sponge', 'teaspoon', 'fork', 'soap', 'pasta', 'sauce', 'bottle', 'salt', 'parmesan', 'tissue', 'colander', 'container']","{'lighter': [], 'oil': [], 'lid': [], 'paper': [], 'spoon': [], 'knife': [], 'liquid:washing:up': [], 'sponge': [], 'teaspoon': [], 'fork': [], 'soap': [], 'pasta': [], 'sauce': [2, 1, 2], 'bottle': [], 'salt': [], 'parmesan': [], 'tissue': [], 'colander': [], 'container': []}","{'lighter': [], 'oil': [], 'lid': [], 'paper': [], 'spoon': [], 'knife': [], 'liquid:washing:up': [], 'sponge': [], 'teaspoon': [], 'fork': [], 'soap': [], 'pasta': [2, 0, 2], 'sauce': [2, 1, 2], 'bottle': [], 'salt': [], 'parmesan': [], 'tissue': [], 'colander': [], 'container': []}"
P25_106,"['pot', 'pan', 'lid', 'lighter', 'onion', 'knife', 'paper', 'oil', 'spoon', 'cheese', 'egg', 'plate', 'container', 'fork', 'jar', 'bacon', 'parmesan', 'pasta', 'liquid:washing:up', 'teaspoon', 'salt', 'colander', 'package', 'phone']","{'pot': [], 'pan': [], 'lid': [], 'lighter': [], 'onion': [], 'knife': [], 'paper': [], 'oil': [], 'spoon': [], 'cheese': [], 'egg': [], 'plate': [], 'container': [], 'fork': [], 'jar': [], 'bacon': [], 'parmesan': [], 'pasta': [], 'liquid:washing:up': [], 'teaspoon': [], 'salt': [], 'colander': [], 'package': [], 'phone': []}","{'pot': [], 'pan': [], 'lid': [], 'lighter': [], 'onion': [], 'knife': [], 'paper': [], 'oil': [], 'spoon': [], 'cheese': [], 'egg': [], 'plate': [], 'container': [], 'fork': [], 'jar': [], 'bacon': [], 'parmesan': [], 'pasta': [], 'liquid:washing:up': [], 'teaspoon': [], 'salt': [], 'colander': [], 'package': [], 'phone': []}"
P25_107,"['knife', 'plate', 'aubergine', 'paper', 'pan', 'lighter', 'courgette', 'jar', 'fork', 'salt', 'peel', 'soap', 'sponge']","{'knife': [], 'plate': [], 'aubergine': [], 'paper': [], 'pan': [], 'lighter': [], 'courgette': [], 'jar': [], 'fork': [], 'salt': [], 'peel': [], 'soap': [], 'sponge': []}","{'knife': [], 'plate': [], 'aubergine': [], 'paper': [], 'pan': [], 'lighter': [], 'courgette': [], 'jar': [], 'fork': [], 'salt': [], 'peel': [], 'soap': [], 'sponge': []}"
P26_101,"['cloth', 'rack:oven', 'plate', 'fork', 'tray:baking']","{'cloth': [], 'rack:oven': [], 'plate': [], 'fork': [], 'tray:baking': []}","{'cloth': [], 'rack:oven': [], 'plate': [], 'fork': [], 'tray:baking': []}"
P26_104,"['tray:baking', 'knife', 'phone', 'pizza', 'paper', 'mozzarella', 'dog:hot', 'bag', 'package:hot:dog', 'oil', 'cloth', 'rack:oven', 'tray', 'towel', 'plate', 'fork', 'napkin', 'bottle:water', 'bag:mozzarella']","{'tray:baking': [], 'knife': [], 'phone': [], 'pizza': [], 'paper': [], 'mozzarella': [4, 3, 2], 'dog:hot': [], 'bag': [], 'package:hot:dog': [], 'oil': [], 'cloth': [], 'rack:oven': [4, 1, 2], 'tray': [], 'towel': [], 'plate': [], 'fork': [], 'napkin': [], 'bottle:water': [], 'bag:mozzarella': []}","{'tray:baking': [], 'knife': [], 'phone': [], 'pizza': [], 'paper': [], 'mozzarella': [4, 3, 2], 'dog:hot': [], 'bag': [], 'package:hot:dog': [], 'oil': [], 'cloth': [], 'rack:oven': [4, 1, 1], 'tray': [], 'towel': [], 'plate': [], 'fork': [], 'napkin': [], 'bottle:water': [], 'bag:mozzarella': []}"
P26_105,"['pot', 'lighter', 'lid', 'spoon', 'plate', 'tray:baking', 'food:frozen', 'jar', 'pancake:crispy', 'package:fish:finger', 'finger:fish', 'tray', 'cloth:table', 'towel', 'knife', 'fork']","{'pot': [], 'lighter': [], 'lid': [], 'spoon': [], 'plate': [], 'tray:baking': [3, 3, 1], 'food:frozen': [4, 3, 3], 'jar': [], 'pancake:crispy': [2, 3, 2], 'package:fish:finger': [], 'finger:fish': [2, 3, 2], 'tray': [], 'cloth:table': [], 'towel': [], 'knife': [], 'fork': []}","{'pot': [], 'lighter': [], 'lid': [], 'spoon': [], 'plate': [], 'tray:baking': [3, 3, 1], 'food:frozen': [4, 3, 3], 'jar': [], 'pancake:crispy': [2, 3, 2], 'package:fish:finger': [], 'finger:fish': [2, 3, 2], 'tray': [], 'cloth:table': [], 'towel': [], 'knife': [], 'fork': []}"
P26_106,"['plate', 'salt', 'spoon', 'lid', 'cheese']","{'plate': [], 'salt': [], 'spoon': [], 'lid': [], 'cheese': []}","{'plate': [], 'salt': [], 'spoon': [], 'lid': [], 'cheese': []}"
P26_107,"['pot', 'cloth', 'tray:baking', 'spatula', 'fork', 'spoon', 'pasta', 'lid']","{'pot': [], 'cloth': [], 'tray:baking': [4, 1, 2], 'spatula': [], 'fork': [], 'spoon': [], 'pasta': [], 'lid': []}","{'pot': [], 'cloth': [], 'tray:baking': [4, 1, 2], 'spatula': [], 'fork': [], 'spoon': [], 'pasta': [], 'lid': []}"
P26_108,"['package:pasta', 'spoon', 'lid', 'plate', 'scale']","{'package:pasta': [], 'spoon': [], 'lid': [], 'plate': [], 'scale': []}","{'package:pasta': [], 'spoon': [], 'lid': [], 'plate': [], 'scale': []}"
P26_110,"['spoon', 'pasta', 'pot', 'colander', 'cloth', 'ladle', 'tray:baking', 'fork', 'spatula', 'plate']","{'spoon': [], 'pasta': [], 'pot': [], 'colander': [], 'cloth': [], 'ladle': [], 'tray:baking': [4, 1, 2], 'fork': [], 'spatula': [], 'plate': []}","{'spoon': [], 'pasta': [], 'pot': [3, 3, 2], 'colander': [], 'cloth': [], 'ladle': [], 'tray:baking': [4, 1, 2], 'fork': [], 'spatula': [], 'plate': []}"
P26_113,"['cloth', 'rack:oven', 'spatula', 'tray:baking', 'napkin']","{'cloth': [], 'rack:oven': [], 'spatula': [], 'tray:baking': [], 'napkin': []}","{'cloth': [], 'rack:oven': [4, 1, 2], 'spatula': [], 'tray:baking': [4, 2, 2], 'napkin': []}"
P26_114,"['cloth', 'tray:baking', 'spatula']","{'cloth': [], 'tray:baking': [4, 1, 2], 'spatula': []}","{'cloth': [], 'tray:baking': [4, 1, 1], 'spatula': []}"
P26_115,"['tray:baking', 'package:potato', 'oil', 'lid', 'spatula', 'tray', 'towel', 'plate', 'knife', 'fork', 'bread', 'chicken']","{'tray:baking': [3, 3, 1], 'package:potato': [], 'oil': [], 'lid': [], 'spatula': [], 'tray': [], 'towel': [], 'plate': [], 'knife': [], 'fork': [], 'bread': [], 'chicken': []}","{'tray:baking': [3, 3, 1], 'package:potato': [], 'oil': [], 'lid': [], 'spatula': [], 'tray': [], 'towel': [], 'plate': [], 'knife': [], 'fork': [], 'bread': [], 'chicken': []}"
P26_117,"['cloth', 'tray:baking', 'spatula', 'pan', 'knife', 'lighter', 'salt', 'lemon', 'potato', 'chicken', 'plate', 'fork']","{'cloth': [], 'tray:baking': [], 'spatula': [], 'pan': [], 'knife': [], 'lighter': [], 'salt': [], 'lemon': [], 'potato': [], 'chicken': [4, 1, 2], 'plate': [], 'fork': []}","{'cloth': [], 'tray:baking': [], 'spatula': [], 'pan': [], 'knife': [], 'lighter': [], 'salt': [], 'lemon': [], 'potato': [], 'chicken': [3, 3, 2], 'plate': [], 'fork': []}"
P26_119,"['tray:baking', 'package:crispy:pancake', 'pancake:crispy', 'package:fish:finger', 'oil', 'lid', 'liquid:washing:up', 'cloth', 'tomato', 'onion', 'knife', 'board:cutting', 'skin:onion', 'bag']","{'tray:baking': [], 'package:crispy:pancake': [], 'pancake:crispy': [], 'package:fish:finger': [4, 3, 3], 'oil': [], 'lid': [], 'liquid:washing:up': [], 'cloth': [], 'tomato': [], 'onion': [], 'knife': [], 'board:cutting': [3, 3, 2], 'skin:onion': [], 'bag': []}","{'tray:baking': [], 'package:crispy:pancake': [], 'pancake:crispy': [], 'package:fish:finger': [4, 3, 3], 'oil': [], 'lid': [], 'liquid:washing:up': [], 'cloth': [], 'tomato': [], 'onion': [], 'knife': [], 'board:cutting': [3, 3, 2], 'skin:onion': [], 'bag': []}"
P27_103,"['holder:pot', 'tray:baking', 'grid', 'egg', 'pot:moka', 'container', 'mixer', 'jar:sugar', 'bin', 'whisk', 'book:recipe', 'yogurt', 'butter', 'scale', 'knife', 'beaker', 'mug', 'glass', 'pan', 'pot', 'lighter', 'paper', 'sugar', 'package', 'saucepan', 'flour', 'plate:scale', 'plate', 'bottle', 'bag', 'lid', 'sachet', 'mould:ring:cake', 'spoon', 'soap', 'sponge', 'cloth', 'fork', 'cutlery', 'towel', 'toothpick']","{'holder:pot': [], 'tray:baking': [], 'grid': [], 'egg': [], 'pot:moka': [], 'container': [], 'mixer': [], 'jar:sugar': [], 'bin': [], 'whisk': [], 'book:recipe': [], 'yogurt': [], 'butter': [], 'scale': [], 'knife': [], 'beaker': [], 'mug': [], 'glass': [], 'pan': [], 'pot': [], 'lighter': [], 'paper': [], 'sugar': [], 'package': [], 'saucepan': [], 'flour': [], 'plate:scale': [], 'plate': [], 'bottle': [], 'bag': [], 'lid': [], 'sachet': [], 'mould:ring:cake': [], 'spoon': [], 'soap': [], 'sponge': [], 'cloth': [], 'fork': [], 'cutlery': [], 'towel': [], 'toothpick': []}","{'holder:pot': [], 'tray:baking': [], 'grid': [], 'egg': [], 'pot:moka': [], 'container': [], 'mixer': [], 'jar:sugar': [], 'bin': [], 'whisk': [], 'book:recipe': [], 'yogurt': [], 'butter': [], 'scale': [], 'knife': [], 'beaker': [], 'mug': [], 'glass': [], 'pan': [], 'pot': [], 'lighter': [], 'paper': [], 'sugar': [], 'package': [], 'saucepan': [], 'flour': [], 'plate:scale': [], 'plate': [], 'bottle': [], 'bag': [], 'lid': [], 'sachet': [], 'mould:ring:cake': [], 'spoon': [], 'soap': [], 'sponge': [], 'cloth': [], 'fork': [], 'cutlery': [], 'towel': [], 'toothpick': []}"
